Rid;status;fecha_dictamen
3383;rechazado;2018-11-10
3384;rechazado;1998-11-09
3387;aprobado;2018-05-30
3388;aprobado;2010-04-12
3390;aprobado;2011-10-27
3392;rechazado;2011-02-23
3393;rechazado;2009-04-16
3394;rechazado;2012-08-30
3396;rechazado;2016-12-05
3398;rechazado;2016-11-14
3399;aprobado;1986-09-15
3402;aprobado;2017-10-07
3403;aprobado;2017-03-01
3404;rechazado;2018-05-16
3405;rechazado;2006-06-13
3409;rechazado;2019-07-15
3410;aprobado;2018-04-03
3412;aprobado;2018-10-30
3413;rechazado;2016-09-07
3415;rechazado;2019-01-16
3416;aprobado;2019-03-28
3418;rechazado;2016-03-06
3420;aprobado;2018-07-26
3422;aprobado;2019-05-05
3423;rechazado;2018-11-11
3425;aprobado;2019-07-08
3426;aprobado;2004-02-21
3427;rechazado;2003-06-14
3428;rechazado;2018-02-01
3429;rechazado;1989-12-09
3430;rechazado;2012-09-21
3431;rechazado;2019-04-11
3432;aprobado;2014-01-04
3434;aprobado;2017-12-19
3437;aprobado;2017-01-27
3438;aprobado;2014-10-30
3440;aprobado;2019-03-20
3445;rechazado;2007-09-02
3446;rechazado;2016-11-04
3447;rechazado;2018-12-24
3448;rechazado;1997-06-02
3449;aprobado;2019-08-29
3450;aprobado;1982-08-27
3452;aprobado;2007-04-13
3453;aprobado;2017-03-23
3455;rechazado;2018-10-07
3456;aprobado;2017-05-11
3457;rechazado;2019-02-25
3458;aprobado;2019-04-17
3462;rechazado;2004-04-19
3465;aprobado;2018-09-01
3466;aprobado;2015-09-30
3467;rechazado;1991-11-21
3468;aprobado;2014-07-30
3471;aprobado;2019-04-13
3472;aprobado;2012-09-24
3474;rechazado;2015-05-13
3476;aprobado;2019-03-28
3478;rechazado;2008-06-01
3480;rechazado;2015-05-17
3483;rechazado;2016-03-18
3484;aprobado;2019-08-09
3486;rechazado;2016-05-16
3488;aprobado;2016-06-16
3492;aprobado;2013-10-28
3493;rechazado;2019-03-05
3494;rechazado;2017-01-09
3495;aprobado;2007-11-02
3496;aprobado;2014-01-12
3497;rechazado;2015-10-12
3499;rechazado;2004-10-23
3501;aprobado;2016-04-28
3503;aprobado;2011-06-03
3504;aprobado;1978-05-02
3505;rechazado;2019-04-24
3506;aprobado;1978-08-27
3507;rechazado;1989-06-04
3508;aprobado;2019-06-23
3509;rechazado;2014-03-02
3510;rechazado;2018-02-08
3511;rechazado;2017-02-08
3514;aprobado;2019-05-21
3515;rechazado;1992-09-18
3518;rechazado;2004-05-30
3520;aprobado;2013-12-18
3521;aprobado;2018-12-12
3523;aprobado;2007-11-19
3526;aprobado;2014-02-25
3527;rechazado;2002-01-25
3528;rechazado;2019-08-02
3530;rechazado;2015-06-03
3531;rechazado;1980-03-31
3533;aprobado;2015-08-05
3535;rechazado;2019-08-10
3536;rechazado;2011-05-30
3538;aprobado;2000-09-17
3539;aprobado;2009-07-23
3540;aprobado;2010-02-16
3542;aprobado;2019-05-08
3544;aprobado;2019-08-04
3545;aprobado;2019-02-24
3546;rechazado;2016-07-20
3548;aprobado;2019-02-28
3549;aprobado;2001-06-09
3553;aprobado;2016-10-24
3554;rechazado;2003-09-18
3555;aprobado;2012-11-30
3556;aprobado;2014-09-24
3557;aprobado;2010-10-30
3558;aprobado;2009-11-27
3560;aprobado;2019-03-21
3562;rechazado;2018-12-12
3563;aprobado;2016-09-19
3564;rechazado;2015-05-05
3565;aprobado;1996-09-08
3566;rechazado;2012-01-24
3567;aprobado;2012-05-25
3569;rechazado;2013-12-04
3570;aprobado;2019-07-09
3571;aprobado;2016-06-08
3573;rechazado;2014-06-07
3577;aprobado;2019-06-09
3581;aprobado;2019-06-28
3582;rechazado;2016-11-09
3583;rechazado;1992-03-14
3584;rechazado;2011-07-13
3585;aprobado;2006-05-02
3586;aprobado;2010-05-18
3587;rechazado;2016-11-18
3590;rechazado;2019-02-24
3592;aprobado;2012-07-09
3594;rechazado;2008-07-04
3595;rechazado;2010-09-01
3597;rechazado;2003-04-17
3598;rechazado;1984-01-30
3600;rechazado;1984-11-13
3602;aprobado;2016-01-29
3603;aprobado;2014-08-19
3604;aprobado;2005-07-12
3605;rechazado;1991-02-07
3606;rechazado;2008-08-08
3608;aprobado;2018-05-01
3609;aprobado;2017-08-07
3610;aprobado;2005-09-26
3612;rechazado;2016-04-12
3613;rechazado;2013-11-21
3614;aprobado;2019-05-24
3615;aprobado;2018-08-19
3616;rechazado;2018-01-11
3618;rechazado;2009-03-13
3620;rechazado;2015-12-07
3622;aprobado;2019-04-28
3623;rechazado;2018-12-27
3626;aprobado;2018-11-02
3627;rechazado;2017-02-07
3629;rechazado;2013-01-12
3631;rechazado;2015-03-07
3632;rechazado;2018-12-13
3635;rechazado;2016-03-24
3636;aprobado;2019-01-28
3638;rechazado;2015-05-04
3639;rechazado;2019-08-04
3640;rechazado;2017-03-25
3641;aprobado;2017-06-27
3643;aprobado;1987-06-20
3644;rechazado;1999-09-10
3645;aprobado;2013-02-17
3647;rechazado;2019-08-20
3648;rechazado;2018-06-13
3650;aprobado;2018-08-23
3652;rechazado;2005-08-04
3653;rechazado;2006-01-21
3654;aprobado;2007-06-22
3655;rechazado;2019-08-24
3656;aprobado;1994-11-05
3657;aprobado;2017-03-19
3658;rechazado;2016-04-01
3660;aprobado;2005-03-17
3662;aprobado;1981-03-27
3664;rechazado;2014-06-20
3665;rechazado;2009-01-17
3666;aprobado;2018-08-04
3667;rechazado;2018-04-15
3668;rechazado;2006-03-04
3669;rechazado;2017-12-22
3670;aprobado;2013-10-03
3671;aprobado;2017-09-10
3674;rechazado;2019-06-25
3675;rechazado;2011-07-10
3677;rechazado;2017-07-04
3679;rechazado;2018-03-16
3680;aprobado;2018-02-01
3681;aprobado;2013-12-26
3682;rechazado;1989-11-04
3683;aprobado;1998-08-07
3684;aprobado;2007-06-03
3687;aprobado;2013-07-14
3689;rechazado;2003-02-09
3690;aprobado;2014-06-09
3692;aprobado;2019-05-25
3693;rechazado;2018-04-05
3694;rechazado;1976-11-10
3695;aprobado;2006-08-12
3696;rechazado;2013-02-15
3698;rechazado;1986-11-01
3702;rechazado;2016-08-03
3703;aprobado;2012-05-01
3704;rechazado;2018-01-21
3705;aprobado;2000-06-09
3707;rechazado;1961-02-28
3708;aprobado;2018-10-20
3710;aprobado;1987-06-22
3712;rechazado;2016-11-09
3714;aprobado;2018-11-11
3715;rechazado;2017-05-13
3717;rechazado;2009-05-31
3718;rechazado;2018-12-18
3719;rechazado;2015-09-02
3721;rechazado;1965-08-02
3722;rechazado;2012-07-13
3724;rechazado;2019-04-29
3725;aprobado;2010-10-29
3726;aprobado;2006-07-13
3727;rechazado;1995-03-16
3728;aprobado;2019-05-11
3729;aprobado;2014-12-15
3730;aprobado;2008-01-21
3732;aprobado;2001-12-24
3733;rechazado;2016-12-09
3734;aprobado;2017-10-22
3736;rechazado;2013-12-08
3738;aprobado;2006-06-22
3740;aprobado;2018-05-14
3741;aprobado;1987-09-01
3742;aprobado;2017-05-12
3743;aprobado;1997-10-25
3744;aprobado;2008-05-27
3745;rechazado;1987-03-08
3746;aprobado;2013-11-23
3747;rechazado;1990-04-16
3748;rechazado;2000-07-20
3749;rechazado;2016-06-01
3750;aprobado;2016-03-30
3754;rechazado;1994-07-07
3756;aprobado;2019-05-20
3757;aprobado;2015-08-31
3758;aprobado;2011-07-08
3759;rechazado;1996-01-01
3760;rechazado;2019-06-02
3761;rechazado;2015-11-04
3763;rechazado;2013-04-16
3764;rechazado;2013-10-14
3767;aprobado;2011-04-27
3768;aprobado;2019-05-29
3769;rechazado;2016-01-20
3770;rechazado;2015-01-24
3771;rechazado;2010-04-21
3773;aprobado;2009-01-16
3776;aprobado;2014-11-06
3777;rechazado;2011-04-10
3778;aprobado;2019-03-27
3779;rechazado;2019-01-07
3781;rechazado;2016-07-23
3783;aprobado;2019-08-24
3786;rechazado;2011-08-14
3788;aprobado;2005-05-15
3789;rechazado;2016-09-13
3790;aprobado;2017-08-17
3791;aprobado;2008-04-21
3792;aprobado;2019-03-20
3793;rechazado;2014-08-05
3794;aprobado;2017-10-13
3796;aprobado;2017-10-13
3799;aprobado;2006-10-18
3800;aprobado;1986-08-22
3801;rechazado;2007-05-30
3802;aprobado;1995-12-10
3803;rechazado;2013-10-22
3804;aprobado;2019-05-31
3805;aprobado;2017-05-15
3806;rechazado;2016-03-03
3807;aprobado;2013-01-22
3809;rechazado;1985-04-14
3812;aprobado;2017-05-22
3813;rechazado;2018-12-10
3814;rechazado;2012-07-22
3816;rechazado;2011-11-30
3818;rechazado;2015-07-09
3819;aprobado;2015-08-26
3820;rechazado;2015-03-01
3822;rechazado;2011-09-19
3823;aprobado;1984-12-15
3825;rechazado;2019-01-11
3826;rechazado;2009-01-23
3828;rechazado;2018-12-31
3831;aprobado;1999-10-14
3833;rechazado;2019-06-18
3835;rechazado;2011-02-26
3837;aprobado;2019-05-27
3839;aprobado;2019-03-11
3841;rechazado;2009-04-19
3842;aprobado;2019-04-01
3846;aprobado;1987-10-27
3847;rechazado;2005-02-25
3848;aprobado;2013-10-06
3849;rechazado;2012-08-23
3850;aprobado;2011-02-06
3851;rechazado;2001-10-27
3852;aprobado;2014-08-22
3853;aprobado;1976-10-21
3854;rechazado;1996-04-29
3855;aprobado;2008-07-17
3856;aprobado;1989-04-08
3857;rechazado;2018-08-22
3858;rechazado;2016-03-31
3859;rechazado;1990-05-18
3860;rechazado;2005-05-27
3862;rechazado;2016-05-27
3863;aprobado;2011-11-13
3866;aprobado;1996-08-30
3868;rechazado;1989-01-17
3869;rechazado;2009-12-23
3871;rechazado;2013-09-14
3872;aprobado;2016-05-21
3874;rechazado;2015-04-07
3876;aprobado;2018-02-24
3877;rechazado;2019-03-23
3878;aprobado;2017-10-04
3879;aprobado;2013-10-22
3880;aprobado;2018-02-15
3881;rechazado;2019-05-10
3882;aprobado;2007-03-28
3883;rechazado;2017-03-23
3884;aprobado;2017-01-18
3887;aprobado;2017-12-01
3888;aprobado;2012-12-29
3889;aprobado;2000-03-22
3890;rechazado;2019-07-02
3891;aprobado;2013-05-06
3892;aprobado;2018-05-18
3893;rechazado;2019-06-21
3894;rechazado;2013-08-21
3895;aprobado;2004-11-10
3899;aprobado;2007-01-30
3900;rechazado;2008-10-05
3904;aprobado;2001-11-07
3905;rechazado;2008-01-25
3906;rechazado;1982-03-03
3907;aprobado;2016-03-03
3908;rechazado;2012-10-04
3909;rechazado;2018-09-29
3911;rechazado;2004-10-20
3912;rechazado;2001-12-02
3914;rechazado;2019-08-09
3917;aprobado;2007-04-02
3920;aprobado;1985-05-26
3921;rechazado;2015-11-09
3922;aprobado;2007-08-05
3923;aprobado;2018-06-07
3924;aprobado;1984-11-02
3928;rechazado;2009-05-05
3930;aprobado;2019-01-07
3931;rechazado;2016-12-07
3932;rechazado;2009-03-21
3933;aprobado;2019-02-25
3936;aprobado;2019-04-26
3939;aprobado;2018-07-17
3940;rechazado;2019-03-31
3941;aprobado;2014-09-26
3943;rechazado;2018-07-03
3945;aprobado;2013-06-16
3947;rechazado;2015-06-05
3948;rechazado;2019-03-13
3949;rechazado;2009-12-04
3950;rechazado;2005-04-25
3952;aprobado;2015-07-19
3953;aprobado;2012-04-18
3960;aprobado;2018-07-08
3961;rechazado;2012-02-10
3962;aprobado;2018-09-11
3963;rechazado;2011-03-15
3964;rechazado;2010-12-11
3965;rechazado;2015-09-13
3966;rechazado;2019-06-20
3969;aprobado;2001-03-29
3970;aprobado;2019-06-22
3971;aprobado;2017-01-06
3972;aprobado;2017-04-23
3973;aprobado;2011-11-01
3976;rechazado;2018-11-27
3977;aprobado;2019-07-01
3978;rechazado;1985-03-11
3980;aprobado;2011-01-03
3981;rechazado;1999-05-17
3983;aprobado;2007-02-15
3984;aprobado;2009-07-19
3986;rechazado;2019-05-12
3987;rechazado;2018-07-15
3991;aprobado;2019-06-12
3992;aprobado;2019-06-23
3995;rechazado;2015-04-13
3996;aprobado;2019-08-11
4000;rechazado;2015-07-12
4001;aprobado;2016-01-04
4002;rechazado;2008-07-28
4003;rechazado;2019-07-08
4004;rechazado;1999-02-06
4005;rechazado;1995-04-17
4006;rechazado;2006-10-09
4008;aprobado;1994-02-17
4009;rechazado;2012-01-20
4011;rechazado;1994-06-08
4012;aprobado;2015-05-20
4013;aprobado;1996-10-24
4014;rechazado;2018-07-12
4016;rechazado;2019-07-14
4017;aprobado;2018-10-27
4019;aprobado;2019-05-22
4021;rechazado;2018-06-21
4023;aprobado;2019-05-24
4024;aprobado;2019-04-06
4025;aprobado;1995-04-29
4026;rechazado;2013-12-17
4027;aprobado;1994-11-12
4028;rechazado;1999-10-09
4029;aprobado;2007-03-28
4031;rechazado;1985-06-02
4032;rechazado;2017-08-17
4036;rechazado;2000-04-19
4039;rechazado;2019-08-27
4040;aprobado;2003-09-04
4041;aprobado;2016-03-23
4043;rechazado;2014-11-22
4044;aprobado;2013-01-19
4045;rechazado;2015-06-13
4046;aprobado;1987-10-28
4047;aprobado;2008-07-13
4048;aprobado;2015-04-28
4049;rechazado;2017-10-05
4051;rechazado;1995-10-03
4052;rechazado;2014-10-25
4053;rechazado;2018-08-24
4054;aprobado;2019-05-08
4056;aprobado;1994-06-03
4057;rechazado;1996-08-21
4060;rechazado;2014-01-06
4061;aprobado;2008-09-13
4062;rechazado;1991-04-07
4063;rechazado;2014-07-30
4064;aprobado;2019-02-26
4065;rechazado;2004-11-09
4067;aprobado;2003-08-29
4069;rechazado;2019-07-12
4070;rechazado;2019-05-18
4071;aprobado;1992-04-20
4073;aprobado;2019-07-21
4075;rechazado;1980-10-31
4076;rechazado;2019-08-24
4077;rechazado;1989-07-12
4080;rechazado;1998-03-17
4081;aprobado;2017-06-13
4082;rechazado;2009-10-19
4084;rechazado;2017-05-14
4086;aprobado;2017-07-07
4087;rechazado;2019-08-26
4089;aprobado;2010-10-16
4091;rechazado;1981-04-01
4097;rechazado;2011-11-14
4098;aprobado;2001-05-29
4099;rechazado;2002-12-19
4100;rechazado;2001-02-07
4102;aprobado;2012-12-27
4103;aprobado;2011-10-29
4104;aprobado;2002-03-12
4105;aprobado;1989-08-27
4106;rechazado;2010-01-19
4107;rechazado;2006-01-02
4108;aprobado;2011-09-23
4110;rechazado;2019-05-28
4111;aprobado;2018-08-06
4112;rechazado;1998-08-10
4113;aprobado;2013-12-18
4114;aprobado;2011-12-16
4115;aprobado;1999-11-16
4116;rechazado;2009-07-16
4119;aprobado;2006-11-21
4120;aprobado;2018-01-05
4121;aprobado;2008-07-09
4122;rechazado;2017-09-25
4123;aprobado;2006-02-23
4124;rechazado;2019-04-14
4126;aprobado;1992-12-22
4129;rechazado;2017-05-17
4130;rechazado;1980-06-23
4131;aprobado;1995-09-15
4132;rechazado;2019-05-17
4135;aprobado;2009-11-30
4136;rechazado;2012-03-12
4137;aprobado;2011-04-24
4139;aprobado;2015-12-13
4140;aprobado;1988-04-09
4141;aprobado;2019-08-28
4142;rechazado;2019-07-22
4143;rechazado;2010-10-08
4146;aprobado;2017-11-07
4147;rechazado;2019-02-24
4149;aprobado;2014-10-12
4150;aprobado;2019-08-29
4156;aprobado;2017-06-11
4159;aprobado;2012-01-06
4160;aprobado;2006-04-14
4161;rechazado;2001-02-13
4162;aprobado;2008-08-29
4164;aprobado;1981-11-12
4165;rechazado;1996-07-01
4166;rechazado;2017-10-26
4167;aprobado;2012-11-13
4169;rechazado;2017-10-06
4172;aprobado;2004-07-11
4175;rechazado;2012-11-20
4177;rechazado;2002-04-29
4178;aprobado;2015-05-23
4179;aprobado;2008-01-28
4180;rechazado;2017-06-11
4181;rechazado;2019-08-26
4183;rechazado;2004-03-29
4184;rechazado;2015-01-10
4185;rechazado;2002-09-22
4186;aprobado;2018-02-10
4187;rechazado;2016-03-09
4190;rechazado;2018-12-11
4192;rechazado;2000-07-26
4193;rechazado;1997-11-29
4194;rechazado;2005-04-12
4196;rechazado;2002-09-12
4197;aprobado;1986-05-14
4199;rechazado;2011-12-04
4204;aprobado;2017-04-09
4205;aprobado;1993-09-15
4206;rechazado;2015-12-01
4207;aprobado;2016-08-27
4209;rechazado;2008-08-30
4210;aprobado;2007-01-22
4211;rechazado;2011-02-24
4216;aprobado;2005-11-28
4218;rechazado;2017-03-26
4220;aprobado;2018-02-13
4222;aprobado;2013-06-07
4227;rechazado;2014-12-04
4228;rechazado;2012-05-14
4229;aprobado;2003-11-02
4230;aprobado;2017-10-12
4231;rechazado;2018-10-01
4232;rechazado;2010-09-09
4233;rechazado;2003-08-16
4234;rechazado;2012-12-28
4236;rechazado;2018-10-11
4238;aprobado;1984-01-13
4240;aprobado;2005-04-15
4241;aprobado;2017-01-08
4242;aprobado;2016-04-12
4243;aprobado;1998-11-21
4244;aprobado;2016-09-01
4245;aprobado;2017-11-07
4246;aprobado;2018-01-25
4247;aprobado;2004-08-12
4248;rechazado;2018-01-11
4252;aprobado;2010-11-15
4255;aprobado;2013-09-30
4256;aprobado;2018-05-29
4257;rechazado;2018-04-13
4258;rechazado;2019-03-23
4259;rechazado;2016-12-25
4262;aprobado;2019-06-13
4263;aprobado;2006-09-15
4264;rechazado;2005-07-21
4265;rechazado;2008-05-04
4266;aprobado;1993-07-22
4267;rechazado;2016-08-05
4269;rechazado;2016-05-01
4271;aprobado;2002-06-16
4272;aprobado;2016-09-14
4273;aprobado;2019-06-30
4274;aprobado;2017-03-19
4276;rechazado;2004-10-04
4277;aprobado;2001-12-01
4280;aprobado;2014-11-12
4282;rechazado;2006-08-29
4283;aprobado;2016-05-02
4284;rechazado;2012-01-15
4285;rechazado;2018-06-19
4286;rechazado;2014-03-05
4287;rechazado;2018-03-09
4288;aprobado;2000-04-03
4289;rechazado;2010-11-11
4291;aprobado;1992-06-23
4292;rechazado;1993-10-11
4294;rechazado;2019-07-08
4295;rechazado;2001-02-11
4296;aprobado;1997-03-12
4298;aprobado;2019-08-17
4301;aprobado;2016-10-12
4302;rechazado;2018-12-23
4303;aprobado;2012-09-16
4305;aprobado;2019-01-06
4306;rechazado;2007-01-09
4307;aprobado;2019-02-12
4309;rechazado;2004-07-12
4310;rechazado;2015-07-19
4311;rechazado;1962-06-01
4312;aprobado;2018-01-15
4313;rechazado;2018-07-30
4314;rechazado;2018-10-30
4315;aprobado;2007-01-14
4317;rechazado;2018-06-07
4318;aprobado;2005-11-11
4320;rechazado;2011-05-05
4321;aprobado;2011-02-28
4322;rechazado;2011-10-18
4323;rechazado;2019-08-23
4326;aprobado;1996-09-30
4327;rechazado;2001-11-19
4328;rechazado;2017-03-17
4329;aprobado;2013-06-16
4331;rechazado;2015-01-16
4332;aprobado;2018-09-09
4333;aprobado;1968-10-27
4334;rechazado;2017-05-26
4335;rechazado;2018-02-16
4337;aprobado;2015-06-02
4338;rechazado;1998-01-01
4340;aprobado;2019-05-15
4341;rechazado;2017-01-01
4345;rechazado;2018-03-28
4346;aprobado;2008-07-28
4348;aprobado;2004-11-22
4350;aprobado;2019-01-18
4352;aprobado;2006-07-11
4353;rechazado;2017-03-30
4354;rechazado;2014-02-08
4355;aprobado;2019-07-13
4356;aprobado;2019-08-05
4357;aprobado;2005-12-11
4358;rechazado;2012-04-01
4359;aprobado;2014-07-02
4360;rechazado;2006-06-12
4361;aprobado;2015-03-20
4362;aprobado;2006-07-05
4363;rechazado;1984-03-23
4364;rechazado;2018-10-04
4365;rechazado;2016-05-14
4368;aprobado;2019-05-18
4370;aprobado;2002-05-31
4372;rechazado;1999-02-14
4373;aprobado;2018-10-12
4375;aprobado;2008-01-07
4377;aprobado;2008-08-06
4378;aprobado;2012-12-13
4379;aprobado;1993-03-23
4380;aprobado;2018-05-22
4381;aprobado;2018-10-09
4382;rechazado;2018-07-27
4384;rechazado;2016-08-25
4385;rechazado;2018-05-22
4388;rechazado;1986-10-25
4389;rechazado;2009-02-04
4390;rechazado;2016-11-19
4392;rechazado;2019-08-04
4393;aprobado;1987-11-20
4395;aprobado;2013-02-03
4396;rechazado;2005-05-13
4397;aprobado;2019-05-18
4400;aprobado;1991-01-02
4401;aprobado;2018-03-12
4403;rechazado;2010-01-16
4404;rechazado;2007-01-04
4407;aprobado;2011-03-24
4411;aprobado;2019-07-07
4414;rechazado;2015-05-16
4417;rechazado;2016-12-30
4418;aprobado;2007-01-21
4420;rechazado;2018-11-02
4421;aprobado;1999-02-16
4422;rechazado;2017-02-03
4423;aprobado;2019-06-08
4424;rechazado;1992-11-23
4425;rechazado;2017-05-01
4426;rechazado;2018-09-28
4428;rechazado;2008-08-19
4429;rechazado;1991-10-16
4430;rechazado;2019-02-17
4431;aprobado;2015-02-13
4432;aprobado;2019-07-27
4433;aprobado;2017-04-17
4434;aprobado;2019-04-29
4435;aprobado;2017-11-23
4436;rechazado;2018-03-15
4437;rechazado;2009-04-06
4438;aprobado;2012-10-26
4439;rechazado;2000-07-15
4440;aprobado;1985-04-05
4441;aprobado;1989-09-03
4442;aprobado;2009-06-02
4444;aprobado;2017-07-05
4445;rechazado;1989-09-01
4446;aprobado;2015-05-13
4447;aprobado;2019-08-12
4448;rechazado;2018-11-12
4450;rechazado;2015-01-23
4452;rechazado;2011-08-07
4455;rechazado;2011-11-02
4458;aprobado;2019-01-25
4459;aprobado;2008-04-30
4460;rechazado;2017-03-10
4464;rechazado;2019-03-25
4465;rechazado;2017-10-21
4466;rechazado;1985-12-13
4467;aprobado;2019-08-11
4468;aprobado;2015-12-24
4469;aprobado;2011-10-25
4470;rechazado;1999-08-19
4471;aprobado;1959-12-16
4472;rechazado;2014-07-11
4474;rechazado;2004-04-28
4475;rechazado;2016-01-17
4476;aprobado;2019-08-01
4477;aprobado;2009-09-20
4478;aprobado;2017-09-14
4480;rechazado;2019-02-24
4482;aprobado;2018-03-23
4484;rechazado;2019-08-07
4486;rechazado;2006-05-26
4487;rechazado;2010-05-29
4488;rechazado;1999-12-30
4493;aprobado;1993-10-14
4494;rechazado;2010-07-12
4495;aprobado;2006-07-28
4497;aprobado;1994-09-02
4499;aprobado;2016-06-15
4501;aprobado;2008-12-28
4502;rechazado;1999-10-25
4503;aprobado;2018-04-04
4507;rechazado;2015-05-26
4508;aprobado;2013-03-23
4509;aprobado;2011-12-16
4512;aprobado;1985-11-13
4513;aprobado;2011-10-10
4514;aprobado;2018-06-07
4515;rechazado;2002-06-11
4518;aprobado;2019-05-09
4519;rechazado;1992-04-04
4522;aprobado;2011-03-25
4523;aprobado;2016-10-11
4524;aprobado;2011-09-21
4526;aprobado;1986-03-23
4530;rechazado;2015-06-08
4531;aprobado;2018-09-21
4532;rechazado;2019-01-15
4533;rechazado;2019-06-16
4537;rechazado;1987-03-08
4539;aprobado;2019-05-28
4540;rechazado;2018-12-07
4541;aprobado;2000-11-10
4542;rechazado;2018-02-14
4543;rechazado;2018-06-24
4544;aprobado;2010-11-28
4546;aprobado;2002-05-05
4547;aprobado;2012-05-13
4548;aprobado;2018-01-13
4549;aprobado;2005-05-29
4550;aprobado;2002-11-10
4551;rechazado;2011-12-15
4552;aprobado;2001-03-03
4553;rechazado;2008-12-11
4555;rechazado;2000-07-18
4556;aprobado;2002-12-06
4557;aprobado;2017-11-20
4558;rechazado;2018-11-20
4559;rechazado;2007-10-12
4560;rechazado;2015-06-23
4562;aprobado;2019-08-06
4563;rechazado;2019-05-27
4564;rechazado;2019-04-25
4565;rechazado;2006-01-23
4566;rechazado;2011-12-21
4568;aprobado;2003-12-24
4569;aprobado;2018-10-20
4570;rechazado;2013-07-14
4571;aprobado;2019-04-26
4572;aprobado;2001-10-08
4575;aprobado;2019-06-05
4578;rechazado;2019-05-30
4580;rechazado;2004-08-10
4581;rechazado;2005-06-11
4583;rechazado;2010-02-28
4587;aprobado;2007-04-20
4588;aprobado;2018-07-04
4589;rechazado;2011-11-24
4592;aprobado;2017-11-18
4594;aprobado;2017-10-22
4595;rechazado;2016-11-04
4596;aprobado;2019-07-09
4601;rechazado;2014-04-18
4602;aprobado;2018-07-20
4603;rechazado;2018-04-02
4605;rechazado;2010-12-03
4606;aprobado;2019-08-15
4608;aprobado;2007-08-20
4609;aprobado;2009-09-06
4610;aprobado;2016-09-10
4611;rechazado;1989-01-18
4613;rechazado;2005-02-25
4614;rechazado;2018-12-26
4617;rechazado;2012-07-18
4618;rechazado;2018-02-13
4621;rechazado;2016-06-19
4622;aprobado;2009-08-22
4623;rechazado;2010-01-11
4624;rechazado;2012-01-06
4625;rechazado;2014-01-20
4626;rechazado;1992-11-01
4627;aprobado;2019-01-16
4628;aprobado;2003-03-22
4629;rechazado;2005-01-02
4630;rechazado;2019-04-12
4632;aprobado;2010-09-07
4633;aprobado;2012-06-12
4634;aprobado;2015-06-15
4635;rechazado;2004-03-27
4636;rechazado;1974-11-14
4637;aprobado;2009-09-13
4639;aprobado;1978-02-15
4641;aprobado;2019-07-10
4642;rechazado;2000-09-29
4643;aprobado;2015-10-19
4645;rechazado;1995-01-22
4647;rechazado;2000-11-30
4648;rechazado;2013-04-26
4649;rechazado;2006-09-02
4650;aprobado;2009-11-08
4651;rechazado;2002-07-06
4652;aprobado;2012-07-29
4656;rechazado;2018-12-29
4658;rechazado;1993-10-21
4659;rechazado;2005-10-13
4661;rechazado;2012-06-20
4662;aprobado;2012-01-02
4665;rechazado;1998-10-16
4667;aprobado;2011-05-12
4670;aprobado;2011-02-28
4671;rechazado;1976-08-27
4672;aprobado;1981-05-18
4673;rechazado;2019-05-17
4674;aprobado;2018-10-18
4676;rechazado;2018-12-26
4678;aprobado;2014-01-25
4679;rechazado;2017-12-03
4680;rechazado;2019-01-29
4681;rechazado;1994-08-07
4683;rechazado;2017-01-21
4684;aprobado;2017-08-07
4686;rechazado;2016-06-19
4688;rechazado;2019-08-12
4689;aprobado;2011-07-29
4690;rechazado;2002-11-06
4691;rechazado;1984-11-02
4692;rechazado;2019-01-25
4694;rechazado;2019-04-01
4695;rechazado;2019-04-05
4696;rechazado;2015-04-21
4697;rechazado;2009-01-18
4702;rechazado;2019-07-16
4703;aprobado;2012-05-25
4704;rechazado;2019-07-21
4705;aprobado;2014-09-02
4706;aprobado;2018-11-01
4708;rechazado;2010-11-20
4713;aprobado;2010-03-31
4714;rechazado;1983-03-11
4715;rechazado;2001-07-03
4717;aprobado;1992-06-22
4718;rechazado;2019-06-08
4722;rechazado;1997-08-15
4723;aprobado;2001-03-16
4724;aprobado;2005-10-07
4725;aprobado;2014-08-04
4726;aprobado;2015-02-07
4728;aprobado;2019-05-31
4729;aprobado;2019-07-25
4733;aprobado;2018-10-19
4734;rechazado;2014-11-01
4736;rechazado;1998-03-04
4738;aprobado;2009-03-03
4740;aprobado;1991-12-19
4741;aprobado;2018-04-08
4742;aprobado;2019-02-17
4743;aprobado;2007-01-20
4744;rechazado;1996-05-06
4745;aprobado;2011-12-29
4746;aprobado;2004-08-10
4747;rechazado;2004-05-26
4750;aprobado;2018-09-23
4751;aprobado;1997-10-31
4752;rechazado;2019-08-22
4753;aprobado;2011-08-05
4754;rechazado;2017-04-06
4755;rechazado;2014-06-12
4758;rechazado;2017-06-08
4762;aprobado;2017-10-03
4763;aprobado;2018-11-08
4764;rechazado;1993-11-30
4766;rechazado;2019-08-02
4768;aprobado;2008-07-30
4770;aprobado;2011-10-26
4771;aprobado;2007-12-06
4772;rechazado;2019-08-20
4773;rechazado;2019-04-29
4775;aprobado;2016-03-11
4777;rechazado;2016-06-07
4778;aprobado;2012-05-14
4780;aprobado;2018-11-03
4783;rechazado;2015-10-13
4785;rechazado;2003-09-03
4786;rechazado;2018-02-25
4787;rechazado;2017-12-05
4788;rechazado;2006-08-21
4790;aprobado;2014-11-22
4791;aprobado;2010-02-01
4795;aprobado;2014-10-05
4796;rechazado;2018-07-06
4797;rechazado;2019-07-24
4800;rechazado;2007-07-16
