Rid;status;fecha_dictamen
96497-28572-LI;aprobado;2007-12-25
98558-38430-GG;rechazado;1992-11-10
30468-4045-NE;aprobado;2003-03-27
49214-8422-DI;rechazado;2003-02-26
82710-7915-EE;rechazado;1996-08-10
71827-63711-JB;rechazado;2019-05-16
65215-30307-LO;aprobado;2019-08-14
24144-33520-MM;aprobado;2017-12-13
15030-65591-LJ;rechazado;2011-05-15
50741-47697-AA;rechazado;2019-05-25
21279-88961-DB;rechazado;2011-11-16
34968-85727-EH;aprobado;2015-08-14
12123-76819-BO;rechazado;2012-03-19
39345-15571-KA;aprobado;2015-01-28
11892-20945-EK;aprobado;1991-06-05
22726-57066-LH;rechazado;2013-01-22
73686-14331-GK;aprobado;2013-10-02
93124-66779-MM;aprobado;2014-10-25
20480-86966-JB;rechazado;2017-11-02
87484-79910-AH;aprobado;2009-08-24
55055-71584-GO;rechazado;2017-10-12
51700-82990-LE;aprobado;2003-01-06
33677-14108-NF;aprobado;2010-12-19
16205-93563-GH;rechazado;2011-06-16
14142-361-ED;rechazado;2012-06-13
95596-82743-IJ;rechazado;2019-08-24
74212-49993-KL;aprobado;2016-07-01
81431-40236-FG;aprobado;2009-10-14
25019-65261-MA;aprobado;2019-03-14
78030-30477-EJ;aprobado;2005-06-10
3774-70034-GO;rechazado;2008-04-04
31035-9156-HA;aprobado;2018-04-07
12274-32921-DJ;rechazado;2019-05-27
31894-39762-NJ;aprobado;2019-03-29
74102-5364-IH;rechazado;1997-10-22
35009-42855-GK;aprobado;2019-08-23
66058-45811-NO;aprobado;2019-06-13
20630-65944-JO;rechazado;2016-07-17
54698-92441-LN;rechazado;2011-03-19
43424-38612-EN;rechazado;2018-02-18
95761-66994-BI;rechazado;1993-12-30
20779-23806-BM;rechazado;2017-05-24
40960-19570-KF;aprobado;2017-08-23
49266-37107-HH;aprobado;2004-04-04
93616-55047-JO;aprobado;1990-09-17
38787-62140-EA;aprobado;2017-06-10
29924-53497-BM;aprobado;2017-04-07
35641-13410-MH;rechazado;2010-10-06
9323-75379-JG;aprobado;2013-10-03
89766-44542-EB;rechazado;2017-09-30
81195-8396-LA;aprobado;2006-10-08
92242-50141-ML;rechazado;2012-04-21
22604-65326-EN;aprobado;2019-04-19
81684-26724-MB;aprobado;2017-04-07
45145-86143-NM;aprobado;2019-03-14
66786-42841-HJ;rechazado;2019-07-23
21931-72988-GE;aprobado;2009-07-14
23420-67751-OH;rechazado;2016-01-17
89610-85107-DG;aprobado;1997-02-12
64101-47610-LB;aprobado;2010-10-13
52449-40764-OA;rechazado;2014-01-30
93571-938-KF;aprobado;2017-11-26
47541-68072-HO;aprobado;2017-07-17
55383-20919-JE;aprobado;2013-08-21
12596-81437-OB;aprobado;2019-06-14
45503-50296-MK;aprobado;2014-12-14
51394-62922-BJ;rechazado;2013-08-20
48557-6202-ON;aprobado;2010-08-30
23264-64892-FI;rechazado;2010-01-29
49501-52169-LH;rechazado;2014-11-07
38746-1501-FB;aprobado;2019-07-24
23488-34515-JB;aprobado;2009-11-21
87690-26257-OH;aprobado;2010-01-05
79751-69525-MG;aprobado;1987-04-30
78582-27778-JD;aprobado;2018-07-17
13901-94350-JK;aprobado;2014-02-17
1459-8575-EJ;aprobado;2018-09-10
98230-52906-NK;aprobado;2001-01-28
1118-27761-GB;rechazado;2012-08-11
1090-95221-JN;aprobado;2014-01-28
84073-80622-KN;aprobado;2016-08-29
34870-23086-JM;aprobado;2014-11-17
28255-61282-AB;aprobado;2019-04-10
71301-77783-OD;rechazado;2018-09-14
95751-20907-LJ;rechazado;2016-04-23
68892-11354-NG;aprobado;2012-04-10
75303-31802-GB;rechazado;1992-10-14
8454-25998-EO;rechazado;2018-03-01
34302-22532-OB;aprobado;2013-12-08
28713-73785-AL;rechazado;2001-03-21
60974-4008-EO;rechazado;2006-01-16
4427-4973-BK;aprobado;2016-04-30
62304-71470-BJ;rechazado;2019-02-20
83689-71600-LB;rechazado;2015-11-28
83159-82508-EK;rechazado;2015-07-01
95423-61450-OB;rechazado;2017-01-20
70226-53515-EB;aprobado;1993-08-30
63914-38184-OB;aprobado;2019-08-17
79744-62458-BK;rechazado;2019-06-13
14280-86435-ON;aprobado;2012-03-26
37355-16310-NL;aprobado;2016-12-31
16586-14308-BD;rechazado;2019-01-22
36427-3911-HN;rechazado;2015-08-31
84090-26169-BB;aprobado;2013-08-05
88066-96059-OH;rechazado;2002-06-05
59088-10403-JD;aprobado;2007-06-16
29670-23576-AL;rechazado;2004-02-28
82710-54356-MH;aprobado;2007-03-05
21515-19046-KB;aprobado;2015-11-15
36637-25686-MO;aprobado;2017-12-17
14405-65117-OL;rechazado;2019-03-19
52961-59441-NF;aprobado;2006-12-14
41860-62198-GA;aprobado;1963-05-26
16675-29038-AA;aprobado;2016-10-18
55383-1427-OD;aprobado;2018-07-10
30136-92598-EG;aprobado;1982-03-28
84424-16549-JK;rechazado;2019-06-15
33783-24655-HB;rechazado;1991-10-23
12316-71705-EK;aprobado;1999-09-06
84271-57632-AI;aprobado;2017-03-25
855-51363-EO;aprobado;2016-09-02
76102-41710-DM;rechazado;2019-03-11
12234-24257-GL;aprobado;2007-11-29
53888-48177-KJ;rechazado;2011-04-30
52634-23729-LO;rechazado;2018-11-23
20976-94794-EI;rechazado;2018-08-08
31356-4248-AN;rechazado;2006-05-10
16077-71921-EA;aprobado;1975-04-13
36084-37285-LB;rechazado;2004-11-27
82732-11167-BG;aprobado;2018-06-19
66812-52097-AF;rechazado;1984-04-10
72680-11849-HG;rechazado;2018-01-11
87298-23013-FJ;aprobado;2019-07-26
11560-42253-GL;rechazado;2012-08-08
93712-64962-LI;aprobado;2011-02-15
90985-80613-KD;rechazado;2018-08-30
94211-88371-OI;aprobado;2014-04-11
29976-98594-JB;aprobado;2016-06-09
799-16711-FE;rechazado;2007-07-30
46305-52873-BN;aprobado;2014-11-14
37707-26691-NB;aprobado;2017-07-23
28500-35706-DM;aprobado;2015-11-02
87298-84123-FA;aprobado;2019-03-17
48089-72955-AB;rechazado;2018-07-26
13150-63557-BG;aprobado;2017-04-18
38552-37769-MD;rechazado;2016-09-16
61052-45260-LK;rechazado;2019-08-01
26415-71797-ND;rechazado;2013-05-12
13414-3491-JB;rechazado;2008-09-29
43435-13760-FO;aprobado;2011-12-07
72484-65656-HL;aprobado;2001-12-25
71440-48059-EA;rechazado;2006-03-02
90243-59538-IB;aprobado;1990-02-20
84654-99423-JB;rechazado;2018-10-30
97975-80756-EM;rechazado;2001-11-10
14646-6332-NB;rechazado;2013-12-11
31424-55787-MO;aprobado;2001-02-20
62040-86279-BB;rechazado;2015-03-30
50580-43014-IN;aprobado;2017-04-06
71462-83907-DD;rechazado;2018-11-20
85576-3070-EK;aprobado;2002-03-02
21303-41599-DA;rechazado;2015-11-14
29807-37243-GD;rechazado;2019-05-20
1604-11929-IN;aprobado;1984-12-30
90577-11514-IF;aprobado;1976-02-01
36296-16155-BM;aprobado;2018-07-17
648-74741-BN;rechazado;2015-04-03
25396-52363-AD;aprobado;2019-08-15
39151-86352-HG;rechazado;1997-10-28
45548-84411-DI;aprobado;2017-12-01
4313-36498-HI;aprobado;2019-08-10
88200-8121-GB;rechazado;2019-02-10
64179-43006-NA;rechazado;1994-03-26
95908-39717-NI;aprobado;2018-09-27
83632-1485-AM;aprobado;2019-06-17
72685-59565-AN;aprobado;2017-01-22
88147-97320-IM;rechazado;1997-08-11
48838-74192-FK;aprobado;1998-06-03
54751-24275-JB;rechazado;2017-03-06
1043-25441-BG;rechazado;2012-12-25
7672-93272-JJ;rechazado;2018-02-03
54331-61733-LM;aprobado;2011-11-26
26127-8251-FL;aprobado;2018-05-19
98388-58421-HD;rechazado;1979-09-06
67627-57505-JM;rechazado;2019-06-21
77022-35892-BB;rechazado;1988-08-07
21681-20553-HD;aprobado;2018-03-13
56955-43739-BN;rechazado;2012-03-26
48404-27306-HH;rechazado;2011-03-01
79063-35203-BK;rechazado;2012-06-12
85008-71653-HI;rechazado;2003-11-05
40132-19201-GB;aprobado;2019-07-09
13783-29126-AB;rechazado;1998-03-11
53929-30932-BB;aprobado;1993-01-13
90789-24237-MN;rechazado;1998-12-08
6350-80923-BG;rechazado;2017-10-26
50989-27452-KH;aprobado;2017-04-15
45839-94668-MB;aprobado;2019-08-25
7920-47491-GE;rechazado;2018-04-28
76721-37007-AO;aprobado;2014-11-09
64194-75697-LH;aprobado;2019-08-17
87804-58886-BE;rechazado;2003-03-20
81905-226-BA;aprobado;2011-03-08
75290-37845-FM;rechazado;2016-07-12
93678-24642-MM;rechazado;2009-11-27
34046-79452-EJ;aprobado;2015-11-08
5180-16018-GM;rechazado;2018-12-15
92718-88595-DA;aprobado;2019-06-21
94072-11091-AE;rechazado;2008-11-04
80299-63321-BJ;aprobado;2019-07-29
53186-84832-OK;rechazado;2006-07-15
80385-68704-NO;aprobado;2012-09-01
47021-60767-KK;rechazado;1996-08-08
28635-74380-GB;aprobado;2017-10-16
74625-80271-AN;aprobado;2018-02-18
83098-45548-LA;aprobado;2003-05-20
62445-97142-EK;rechazado;2016-02-10
53459-10441-HL;aprobado;2011-08-02
37038-95577-JA;aprobado;2016-12-11
49675-34280-HA;aprobado;2010-01-02
37937-58698-LI;rechazado;2014-07-27
27661-60727-AD;aprobado;2017-07-12
77004-76434-KE;rechazado;1979-07-25
69868-64264-KB;aprobado;2015-04-26
96365-33041-JE;rechazado;1996-07-13
60030-70781-LG;rechazado;2016-10-01
99934-4881-EK;aprobado;2017-10-03
22780-20734-NI;aprobado;2018-11-01
70216-884-HB;aprobado;1993-05-08
57163-87101-JG;rechazado;2014-06-20
28707-67360-EB;aprobado;1995-09-04
52103-65450-HL;aprobado;1977-11-21
74349-66597-JH;rechazado;2019-07-18
22003-64993-BM;rechazado;2019-03-23
81941-1914-BD;rechazado;2006-03-31
74938-21035-DM;aprobado;2015-02-11
77512-44369-KO;aprobado;2018-06-24
11444-86263-OL;rechazado;2003-10-08
90623-14203-EO;rechazado;2018-11-19
57774-9305-HK;aprobado;2015-04-18
51040-5298-EI;rechazado;2018-01-18
39525-37423-JH;rechazado;2013-01-29
93152-51403-GG;aprobado;2018-05-22
6421-80778-MA;aprobado;2012-08-14
96726-69050-EI;rechazado;1994-09-14
47082-452-AK;aprobado;2016-10-04
97755-39706-NB;aprobado;2013-10-09
64721-51573-EJ;rechazado;2018-07-02
43411-21344-JD;aprobado;2019-05-13
77923-85633-BM;aprobado;2001-07-28
50805-33649-FE;rechazado;2015-04-11
54717-55112-AG;aprobado;2013-01-13
1329-67058-OO;aprobado;2013-07-28
88758-70405-LG;rechazado;2018-12-14
7157-6206-EB;aprobado;2013-05-04
27214-17868-MM;rechazado;2016-01-04
11160-54778-GM;aprobado;1992-05-16
62340-18074-OA;aprobado;1986-11-14
28953-19705-KK;rechazado;2013-05-13
94105-90665-GB;aprobado;2018-08-31
54980-19969-EH;aprobado;2009-02-12
64555-15686-GH;rechazado;2011-02-09
65143-74622-FH;aprobado;1994-10-09
72294-83547-FA;rechazado;2018-05-03
18414-29923-HO;rechazado;2014-05-29
33833-75073-NN;rechazado;2018-04-16
44130-83612-LD;rechazado;2012-01-28
75119-11588-KG;aprobado;2016-03-20
62990-69892-OH;aprobado;2018-12-22
55898-2990-BE;rechazado;2019-05-06
34586-57909-BI;aprobado;1995-11-23
61427-65192-NN;aprobado;1999-08-31
12765-1769-IG;aprobado;2019-01-21
10813-13936-GM;rechazado;2019-03-10
74155-29602-AA;rechazado;2010-10-27
93444-71158-LL;aprobado;1998-03-12
79733-86380-HD;aprobado;1998-12-22
98037-64804-BB;aprobado;2012-02-09
33580-87859-HO;rechazado;2016-08-27
27708-87934-EJ;aprobado;2014-12-21
43746-91616-MK;rechazado;1985-07-31
66604-30315-AF;aprobado;1993-09-13
74145-76862-MK;rechazado;2018-06-25
59169-30294-HI;aprobado;1987-08-01
1625-75828-FF;aprobado;2018-07-22
26619-68604-LO;rechazado;2016-04-16
79574-89047-BJ;rechazado;2012-10-13
74169-59124-ML;rechazado;2018-07-24
709-61851-KB;aprobado;2019-01-30
795-19707-DE;rechazado;2014-01-07
6489-8519-MI;aprobado;2014-08-16
56105-15848-BI;aprobado;2008-12-17
8935-48476-NL;aprobado;2015-12-04
64664-56926-MA;aprobado;2016-02-11
622-40904-BE;aprobado;2017-08-05
90957-14541-KE;aprobado;2012-03-01
46163-23437-DB;aprobado;2004-02-21
63018-32564-LN;aprobado;2014-05-19
9815-71941-BD;rechazado;2018-05-23
35432-59023-JF;rechazado;2010-09-26
63305-79542-LM;aprobado;2011-08-20
24528-79094-NN;rechazado;2014-08-06
50856-30819-BO;aprobado;2018-10-16
52638-52770-FN;rechazado;2009-06-10
13780-28684-BL;rechazado;2019-01-11
44584-31156-JB;aprobado;2019-07-07
76062-55930-NN;rechazado;2016-06-29
49180-2988-JD;aprobado;1999-08-07
71410-17633-JF;rechazado;1994-02-06
27075-2911-HH;rechazado;2019-02-21
96579-51862-JK;aprobado;2009-08-31
16142-86955-NK;rechazado;2011-10-22
6089-80871-LN;aprobado;2019-01-18
93547-44421-DE;aprobado;2008-05-10
75752-29635-KD;aprobado;2016-08-06
17580-42849-JI;rechazado;2019-01-31
7311-13479-JM;rechazado;2014-11-23
71752-4115-OB;aprobado;2018-08-17
36163-85510-JE;rechazado;2019-08-28
79841-68927-FA;aprobado;2011-05-17
10054-58896-GB;aprobado;2019-03-04
92038-20702-LK;aprobado;2003-02-12
91705-84305-HO;aprobado;2000-11-02
92704-11915-EB;rechazado;2004-11-11
75249-85087-DH;rechazado;2018-11-24
65624-4360-ML;rechazado;2017-04-06
86956-48679-AB;rechazado;2017-01-28
98523-74895-BL;aprobado;1990-02-09
5320-24989-KK;aprobado;2019-08-25
72662-71843-JM;rechazado;2010-11-18
77674-21477-BE;rechazado;2010-06-03
53663-95102-AO;aprobado;2000-01-09
85682-58743-FF;aprobado;1992-08-14
37190-21530-EM;aprobado;2005-05-15
75893-42173-EG;rechazado;1996-12-03
59773-20329-LB;aprobado;1989-07-07
13567-83468-JN;aprobado;2009-05-13
26678-94816-AO;aprobado;2018-04-30
36821-80528-EG;aprobado;1973-01-24
98515-3888-BG;rechazado;2016-09-26
57451-35001-OB;rechazado;2019-08-24
36890-31495-BI;rechazado;1995-11-15
29210-21795-GB;rechazado;2018-08-27
97531-28880-JB;aprobado;2006-07-18
13415-68014-EJ;rechazado;2016-01-15
90200-76995-KE;aprobado;2014-05-16
69901-69176-FO;rechazado;2018-02-26
77424-13695-BG;aprobado;2011-07-29
20203-99953-II;rechazado;2017-11-07
50583-83782-FM;rechazado;2013-06-03
79163-50768-MM;aprobado;2018-03-02
33680-42108-GL;aprobado;2000-01-13
81259-65879-EJ;aprobado;2019-07-26
4453-20908-DD;aprobado;2017-07-18
8835-22448-IK;rechazado;1994-09-25
24610-86931-AI;aprobado;1982-05-01
74845-73301-KH;rechazado;2003-03-25
52217-78801-BA;aprobado;2015-03-20
62386-8171-HA;rechazado;2018-01-02
69087-11886-EI;aprobado;2018-01-14
55022-98823-BN;aprobado;2014-06-01
51027-2839-JJ;aprobado;2015-10-06
9186-7315-JG;rechazado;2017-03-15
21253-53575-AK;rechazado;1977-03-05
60045-85231-AJ;rechazado;2016-05-07
38789-1203-AB;rechazado;2013-02-07
97620-87806-JF;aprobado;1999-03-17
40187-13185-BB;rechazado;2018-07-19
66857-28771-FE;rechazado;2019-01-22
63179-76468-DD;aprobado;2012-04-05
36876-90682-JM;rechazado;2019-06-20
81128-25389-HB;rechazado;1989-03-09
7725-32680-FE;rechazado;2019-01-10
60808-83222-KF;rechazado;2017-12-13
53046-89007-HB;aprobado;2019-08-01
60798-20078-GI;aprobado;2018-06-19
12783-35885-GJ;rechazado;2011-06-28
59573-88851-NB;aprobado;2018-03-27
66249-59975-EB;rechazado;2015-01-07
97604-62552-MJ;rechazado;2017-05-22
14129-3925-ON;rechazado;2005-02-17
57252-95808-DG;rechazado;2019-03-25
43881-25303-HB;aprobado;1994-06-21
42485-75644-FI;rechazado;2019-07-15
2161-99836-BI;aprobado;2012-09-29
69813-80713-LM;aprobado;2013-08-16
99454-67893-OB;aprobado;2015-01-26
3029-71200-GB;rechazado;2009-02-22
30668-1078-BB;aprobado;2019-05-14
66889-17569-GI;rechazado;1999-07-22
18359-85118-HM;aprobado;2018-01-24
70735-92009-GH;rechazado;2015-11-10
30242-26077-GG;rechazado;2019-05-04
63973-63432-GE;aprobado;2016-10-05
23634-83437-FO;aprobado;2018-04-02
66963-69602-BI;rechazado;2012-11-06
13168-21352-LN;aprobado;2017-12-12
13196-54653-BI;aprobado;1976-06-15
85727-56014-KE;rechazado;2011-09-13
25827-53978-LB;aprobado;2009-09-03
36797-5288-KI;aprobado;1983-08-30
88353-46282-EG;rechazado;2011-03-07
65202-23343-JM;rechazado;2019-06-14
9092-63151-IH;aprobado;2011-05-01
8464-48163-FO;aprobado;2013-08-15
97410-70770-ML;aprobado;2019-01-26
46101-58483-GB;rechazado;2018-08-14
17672-52704-BB;aprobado;2018-09-30
10959-73025-JK;aprobado;2001-05-16
12908-7337-JF;aprobado;2018-05-11
25486-25331-AF;rechazado;2003-12-08
66332-45982-LG;aprobado;1996-05-18
5438-45761-FB;rechazado;2016-10-16
43440-11172-NI;aprobado;2010-01-06
47520-45208-MI;rechazado;2009-11-27
34125-52027-KF;rechazado;2014-08-05
85133-75611-HK;rechazado;2012-01-15
92639-48577-NB;aprobado;2006-10-23
28636-91863-GD;rechazado;2007-06-07
86126-23204-NB;aprobado;1989-06-05
6277-7932-JN;aprobado;2019-05-02
90020-95197-EK;aprobado;2019-01-04
6518-54451-FB;rechazado;2019-02-15
23178-25089-MB;rechazado;2019-03-26
58395-5717-GB;aprobado;2017-09-29
66048-90901-BI;rechazado;1998-06-01
87405-94839-MN;rechazado;1963-10-28
50924-53180-FO;aprobado;2019-06-28
1261-35354-HK;aprobado;2003-07-23
48289-61233-BO;rechazado;2019-07-29
30977-90561-ID;rechazado;2019-02-12
31673-11639-KE;rechazado;2019-02-01
18287-84027-JL;aprobado;2011-08-31
87567-92554-BO;rechazado;2012-02-23
61287-31697-KL;rechazado;2018-04-16
47845-65042-ED;rechazado;2017-07-03
88295-31502-BH;rechazado;2014-04-08
38634-33671-IK;aprobado;2018-08-31
88625-38906-KN;aprobado;1988-04-24
13226-82430-MA;aprobado;2010-02-11
79756-10958-BI;rechazado;2000-04-26
58224-80579-EB;rechazado;2005-11-14
46437-8301-OE;rechazado;2019-01-18
7173-40719-KN;rechazado;1997-07-25
27099-87415-DL;rechazado;2016-02-23
33510-73068-DG;aprobado;2019-07-01
53111-51707-HO;rechazado;2018-01-14
7367-75752-JI;aprobado;2010-12-08
35350-28064-AL;rechazado;2012-07-20
23988-39286-IM;aprobado;2002-06-25
98843-1320-KF;aprobado;2018-03-10
37112-90626-LA;rechazado;2019-01-11
28441-21999-AI;rechazado;2007-01-22
83956-61964-FJ;aprobado;2011-09-08
51478-13800-JD;aprobado;2008-11-06
22431-91239-OJ;rechazado;1992-03-02
72075-67028-BG;aprobado;2016-07-26
60689-99919-BM;rechazado;2018-01-30
75156-78395-JB;aprobado;2019-02-12
10938-47579-IK;aprobado;1995-04-16
12119-24191-BD;aprobado;2018-01-10
52882-93946-DB;aprobado;2012-10-21
27002-34874-LB;aprobado;2010-05-03
48034-92617-BJ;rechazado;1998-10-06
57986-94264-NK;aprobado;2015-05-13
47517-40455-KE;aprobado;1999-02-20
18901-29571-KH;aprobado;2012-01-30
21192-85808-AA;aprobado;2019-02-03
37372-3121-OL;rechazado;2014-11-13
45792-32750-KH;aprobado;2018-11-09
29124-82383-OG;aprobado;2002-10-15
15666-6006-LF;aprobado;2015-03-20
71645-46790-FB;rechazado;2019-01-19
38548-32315-AO;aprobado;2001-02-12
60745-4688-JB;rechazado;1976-09-03
55455-1424-MM;rechazado;2016-07-18
41663-28849-OO;aprobado;2018-01-13
94316-39808-DI;aprobado;2017-06-20
50652-41546-HB;aprobado;1998-04-14
46088-67308-GH;rechazado;2014-09-14
57432-95638-OJ;rechazado;2016-05-14
20435-35921-KD;aprobado;2003-03-20
56430-17151-KH;rechazado;2001-12-30
75894-75777-HF;aprobado;2008-06-14
19184-22894-AK;aprobado;2010-09-19
14036-52295-HB;aprobado;2000-02-29
60589-35173-LN;rechazado;2004-06-23
23038-17426-BO;aprobado;2006-01-13
34660-8431-MD;aprobado;1990-06-15
46697-59668-IB;aprobado;2006-09-11
32253-63258-HD;aprobado;2007-09-15
63862-63680-BF;rechazado;2002-11-06
27710-13933-KI;aprobado;2006-11-29
58508-59919-HN;aprobado;2008-02-26
54671-89605-JF;aprobado;2015-06-29
73367-23350-IJ;aprobado;2014-10-02
76316-65725-EB;aprobado;2013-06-07
51222-40795-JK;aprobado;1978-06-22
82021-27354-DB;rechazado;2019-05-02
79332-5825-EH;rechazado;1994-05-24
79634-46254-BL;rechazado;1997-09-04
2892-28427-ID;aprobado;2006-03-03
73044-16103-EK;aprobado;2002-01-01
93588-70324-OH;aprobado;2003-06-11
14021-77718-OJ;rechazado;2016-05-30
16156-1439-DI;aprobado;2015-08-19
6947-2785-BO;aprobado;2013-12-11
42205-23389-ML;rechazado;2015-05-16
90888-46065-DH;aprobado;2013-11-28
64107-22307-HI;rechazado;2014-11-03
60409-78202-JK;rechazado;2018-08-10
47597-67312-IN;aprobado;2011-12-28
9936-46548-NA;aprobado;2019-01-24
93456-18630-FJ;rechazado;2018-06-09
11630-69212-AI;aprobado;2005-06-02
98705-31915-AB;rechazado;2014-10-11
85238-7259-JL;aprobado;2017-03-28
46399-36557-DB;rechazado;2012-10-28
79034-77669-FL;rechazado;2017-04-03
79335-62080-ML;rechazado;1993-04-28
46822-93293-IK;rechazado;2009-11-17
73999-91479-GF;aprobado;2018-05-29
53061-15660-BM;rechazado;1965-06-27
86578-25622-DD;aprobado;2019-08-16
24272-65348-DO;aprobado;2019-02-15
17656-68928-FE;aprobado;2018-01-28
38887-7300-JF;rechazado;2006-04-04
47822-852-HF;rechazado;2015-03-11
3258-54708-OD;rechazado;2015-12-12
33865-61968-JF;aprobado;2000-02-25
68543-33618-FH;rechazado;2010-10-18
56608-31855-DA;rechazado;2010-01-27
77962-76380-LH;rechazado;2010-08-10
80931-78923-KA;rechazado;2019-03-17
51972-10660-OG;aprobado;2014-07-29
4527-79975-GB;aprobado;2001-01-09
15038-28907-MD;aprobado;2014-08-09
46869-97927-JJ;rechazado;2018-10-12
39938-79175-IF;rechazado;2018-04-06
60138-11188-BE;rechazado;2000-01-01
11466-17529-AB;aprobado;2017-02-24
7199-5805-BJ;aprobado;1990-06-03
54134-10960-OM;aprobado;2005-10-29
91677-29095-GH;rechazado;2019-08-18
51091-94287-EL;rechazado;2002-02-27
9133-31452-JI;aprobado;1994-02-26
60432-97106-ND;aprobado;1970-06-12
12843-60344-DB;aprobado;2005-01-01
37552-2999-BG;rechazado;2018-12-18
6887-57457-BJ;rechazado;2016-04-21
77592-61480-AB;rechazado;2015-05-26
33702-75133-BM;aprobado;2012-12-16
2199-15163-BO;aprobado;2010-12-26
30714-43106-GA;aprobado;2019-07-05
72426-95642-OH;rechazado;2019-06-10
38250-53124-BB;aprobado;2014-07-21
66047-13369-NG;rechazado;1984-05-30
40516-74033-EA;rechazado;2011-06-15
15395-35177-BG;aprobado;2016-05-23
68542-39198-BB;rechazado;1992-04-24
39655-90235-BN;rechazado;2010-08-10
68529-23920-GE;rechazado;1996-11-08
99086-70376-EE;rechazado;2011-04-18
6507-27475-AD;rechazado;2019-07-26
17824-98833-BN;rechazado;1996-12-18
79531-80788-LB;rechazado;2019-07-05
47019-35848-BI;rechazado;1996-06-14
3651-1575-IG;rechazado;1996-01-26
391-92177-BI;rechazado;2018-09-04
41201-49529-KB;rechazado;2017-12-06
15736-6516-GL;aprobado;1999-04-02
337-24351-AJ;aprobado;1990-05-06
81689-81305-KN;rechazado;2002-12-18
11636-94851-IF;rechazado;2006-06-20
20457-89586-EN;aprobado;2007-12-23
94361-79343-EF;aprobado;1987-03-13
86193-59213-BN;rechazado;2019-03-20
44475-94009-OM;aprobado;1999-12-17
69235-28253-II;rechazado;2019-05-25
51250-22038-AD;rechazado;2018-10-07
5171-44145-IN;rechazado;2007-02-21
14066-6070-KE;aprobado;2012-09-29
79702-97808-LE;rechazado;1985-10-06
62217-33108-KI;aprobado;1996-01-22
16103-96784-IF;rechazado;2010-02-10
17454-97506-FK;rechazado;1989-09-25
16264-89112-BL;aprobado;2015-02-15
53680-92624-LG;aprobado;2019-08-27
12859-97391-AN;rechazado;2012-03-07
75188-6840-KD;rechazado;2019-04-08
66511-59925-LA;aprobado;2014-02-10
87863-75672-BA;aprobado;2018-02-22
72145-35866-EL;rechazado;2014-07-09
41392-73390-AM;rechazado;2016-06-07
51081-28110-HO;aprobado;2013-04-29
66753-6921-MH;rechazado;2010-04-20
5406-55232-NB;rechazado;2019-07-09
49509-83534-HD;aprobado;2014-05-01
23801-8428-FN;aprobado;2017-04-14
13281-37442-BF;rechazado;2017-10-22
45090-78768-MI;rechazado;2019-02-25
79600-73724-ME;aprobado;2004-03-25
19415-46394-HN;aprobado;2007-06-27
49846-34646-BA;aprobado;2014-12-08
69540-18536-LK;rechazado;2019-08-13
37299-77363-OA;rechazado;2016-04-04
6244-81348-JK;aprobado;1987-11-17
10739-91429-GA;rechazado;2008-07-16
53981-53612-IL;rechazado;1981-04-04
70855-8810-LE;aprobado;2003-05-12
42489-67960-GB;rechazado;2019-08-27
49619-70710-DH;aprobado;2019-07-15
42472-94749-BH;aprobado;2005-12-29
66721-45163-HH;aprobado;2011-10-06
92384-27232-GB;rechazado;2016-09-21
73655-35945-IE;aprobado;2005-06-22
35063-50086-AJ;rechazado;2015-03-05
70299-80837-HM;rechazado;2019-05-05
28356-26532-EG;rechazado;2018-05-04
45753-42568-MF;aprobado;2015-05-06
30953-3677-LN;rechazado;2017-11-20
17338-70848-IK;aprobado;2000-10-20
2100-90465-MH;aprobado;2013-09-18
31551-39857-BI;aprobado;1997-11-26
31529-43512-JJ;rechazado;2014-11-02
84840-68170-KO;rechazado;2014-07-12
69590-19062-ME;aprobado;2019-08-25
38114-57227-BI;aprobado;2008-02-11
78779-95565-AN;rechazado;2019-08-01
86140-13660-OE;aprobado;2017-01-14
62585-9520-AN;rechazado;2009-06-01
18927-33205-LL;aprobado;2005-11-11
89356-42972-MM;rechazado;2008-03-17
39312-80679-BB;aprobado;2013-01-12
29380-18770-DJ;aprobado;2018-06-18
28706-60284-EJ;aprobado;2001-04-22
52879-99508-BN;rechazado;2018-07-05
19712-51608-EO;rechazado;2017-07-11
33159-17547-FM;rechazado;2018-06-15
68590-49190-JI;aprobado;2003-01-11
89531-86676-NG;aprobado;2019-08-18
28403-90300-HO;aprobado;1996-07-19
63894-30258-AJ;aprobado;2017-08-22
9831-54600-JD;rechazado;2018-10-16
71993-13713-AM;aprobado;2017-09-26
44177-94847-KI;aprobado;1985-09-05
29919-93052-KI;aprobado;2019-07-27
47025-49765-GJ;aprobado;2010-09-18
29536-45936-HK;aprobado;2015-10-02
91315-22245-GI;rechazado;1992-09-21
4449-65450-OK;rechazado;2015-06-10
57142-35084-EK;rechazado;2005-10-30
83680-76767-AB;aprobado;2019-06-27
70314-78824-GD;aprobado;2015-04-16
32399-90020-DJ;aprobado;2013-11-04
15396-16996-MN;aprobado;2012-01-18
69240-37482-BH;rechazado;1999-11-23
5956-45188-NG;rechazado;2007-03-12
61563-75457-BJ;rechazado;2014-03-26
32229-79035-KN;aprobado;1986-10-12
82538-31872-KK;rechazado;2013-06-24
41536-46764-FF;aprobado;2015-06-10
24416-89908-OG;rechazado;2006-05-29
4832-30435-BA;aprobado;2019-08-24
