Rid;Pid
39742-84859-FD;556189057985048852463241127149703686713140014915
14105-95104-JI;13918726184482018604817992992443691281195027300592393969467449887668418470221026898745550476115205450817
51018-30935-BN;1137440296995807639641033645713716971322445832825712306509
6744-85139-FB;8829702988513853152359419768385
77081-27220-DN;838043098445844859792452803666112926393106995785480723598574400388790751192688127557
58217-84371-HG;259339169131369842576938300147124899169963138037768270846770257623239529459220100579192619522530540486312529544755928855106
47970-78367-NA;8483733056675026422903608078171659744076104
72266-83966-OB;940949650312093611284185794046019
56878-23991-HA;41318714828388167986614223790598424004458754750374214
38355-41558-HL;67796724855649926681611944496443787253820440081736
63437-21266-DB;35713342448302010863119585619
45850-13604-KK;264830956467382424371079945372977502445288712518
35245-8975-HJ;67796724855649957876432681781365684068541492717907
4145-6897-BN;693213003518271226155711941208957441786591420241156049234251
42060-68858-DA;573412356879967721559807400246268229
79095-15188-MK;33154131288827085411499088840417126207827
33259-60826-EO;139505428328430076101489236
14024-84291-KN;418347115852
49159-62685-GA;17355961563046389216366766549299838841516436164211521
9552-31558-EI;4040999701955907648989528695680273682360403
37562-74971-NG;8661644569622367088912412269932610572804435
85281-6664-EB;264830956467382526100053991821683480372439110732
91854-84505-FG;31389010178407119832407500099
84481-38190-IG;8483726410633987768467055115170326839644499
61812-15413-BK;1376588117101269599132859918655949796329751552014433310090663562063428071130423639
92763-91360-JJ;9523578920229557021032369618353922218387596998858863175
46308-3812-GN;54917205191965850154156989354750458787895297218573025775630393079824137911676887931446534951722568770
82897-17680-GD;659019288026869238352740182526199639070496485187
3145-86931-GI;125822751895363
12045-30077-ML;2437859233234361550516950837579453677412514293520830980426
31211-8852-FN;2462787319921741961635006892126659673917841731
31686-5630-EB;9620262968444304537636745672358812218126923
91500-29247-BB;74543287303917232746477813754896324372667550829645145392244036
4339-36037-JB;237974183600980334833947550273951590998425776827557805760712540084572619369520247287962055149580112
39074-23443-IA;15785155092834838805117945327150861022547
30828-25648-OM;264830956467382647955735150475802295368110597454
21635-62335-JN;526741976200747570027263002975432257
19348-58607-ND;285146431997759542967688471127433087370922430212475792402495249556082527957240740290247654278437416735648218276412256218617887936048982
54239-19077-DD;177471860067928828121808324201933311181299800565063
39926-35802-KB;320160981106656600029439940682232392894511196742788672221256188290103619
46235-43709-GI;240862351772848291229368607836304467
38818-88347-BH;3273777982958276932649040897973727912175122255801469965249667023384146
47458-32248-JF;9177997072932578879284952181225840666777315365373056778060712124656196288409411
61833-50201-GI;30141478937124777425210009939
78254-9852-KE;81961211163394046970574669849186543335082030991599522426216778731497025619
29024-33833-FF;195122114020829289171950194622432407561633833775291326695727368362056181079
78725-29718-ND;74328297527373234460626979522781354625692614674554537025826373
26073-75972-JD;4443126160139873590976209537344913513047148032724134979
45415-18498-IA;9523578920229557021032369618353922218387596998858863175
87381-15666-FB;81961211163304001753404080974689669409622636443248255049904973966746350401
1753-29731-HM;11630184294034796307799228871427259995305262106942578664037881638734
33254-6383-MG;435761474625
23663-30863-BK;630473553899965942178561764383559041958235557445
92027-67415-FJ;122476922302276
91304-67862-AB;8661644569622367088912412269932610572804435
82062-37336-JL;1250628832447877341257766727374285461561157844502324523587573379985236
86246-59151-EO;1511917486300736856742788952101930526456529694066804683384695958358954395613269551644718426445
8269-87576-EJ;478510735694
57240-89834-OE;3675267818794883787216475419982
84951-86727-LO;45430407398573423077340737778976651632436120853655299101746750807
25304-78857-KJ;545127185729375905738564
51466-17852-HF;4040999701955907648989528695680273682360403
97290-69761-GN;2462787319921741961635006892126659673917841731
96130-50727-GK;41318714828388167986614223790598424004458754750374214
68716-32336-GJ;34433987033389341879498008908
48561-63931-AL;9142634957485421265498225733452
96159-71929-BK;4885268876749521258962098431558907570538555657020679798364921160003
32423-77105-MF;2462787319921741961635006892126659673917841731
88108-15935-LG;121424939937603
4467-94841-MM;56084969658363886762287435
39231-21304-IO;3599053959460055720733483166468189472065098017145009301715891236982843471801677281015845015923008508881986
59986-60975-AN;170164438444606182947833943354382940225026524540225
67538-97034-KH;320160981107101930693438970707859436342255441878409805063562732093272661
74573-55871-GG;7020105119142472013
25460-34503-MJ;4045428887654077518269698237100765648996692
13248-97303-BI;2977327179272907854796602591084697973091733881383838606900874368526917
59110-63544-OI;45430407398573423077340737779070234904926055315484648333697511235
33843-35661-AK;2128684470258986344771
55403-37926-ED;1137440296995806071619876165536207476704573506849129647436
36949-1794-BM;139486796904418663644488012
3056-7481-DH;49946907158255156356946811814290389581771110405996987277940006378605859282728490779175238
24541-43579-MA;10577590996067371004573241290419821559968158412643594832
13409-68699-MM;3679296139720534896612092374601
72590-54080-FD;1250628832449444896010147323187342522270798821212148017410175231223117
69765-88193-OL;2199329962107379985089157644707139
25383-76276-HJ;45430407398573423077340737778976651632436120853655299101746750807
48021-62126-OE;6256864565531935855728404256938143657035132937848778305
8010-88161-IE;66390827297622769413723170368758670958624991026168699033372825157901696284926296622717698689940573521151570993097175102286150
57467-48068-HF;111512087786054
87155-28002-JL;49951261189332298028019237736787652189327544803712847090013371284391886679111
78915-85852-AN;2037605366820433584451
4707-24109-GF;526741976200747511855377196056863043
11646-73388-MA;418464232788
84814-49138-LL;138343577812993461683514437
473-87564-AL;2128397922148711295312
82497-18719-EH;34433987033389341879498008908
17203-63971-NK;4040999701955907648989528695680273682360403
89547-24606-DG;9615513610894510454566725738474868298052945
35091-40434-BB;177462528900677433895862256949391616627022261341931436040679246
51026-92825-II;3675267818794881247323442144592
88378-2237-ED;35713342448302010863119585619
38237-65400-LI;521256810666718993408323
19649-9026-BM;1511917486302752801555128190447193223927832731908599186000374237962514737547903913364908960083
65515-76971-DB;1796498398802707638608
28659-82545-DF;459922465223823572623692
97820-57869-FH;2292209110760376842116761816368012894511868580251166986689895226669804565313380982741757815877
61410-4160-BL;1034495923700712995370902640877216540851061840
28858-13134-FJ;67796724855649957876432681781365684068541492717907
51403-38042-JI;1034495966237205124967830180452579555300960580
43758-72210-NF;30160741435007279638005508163
72597-14541-JI;3675267818794882385317843132744
20240-22268-GF;2855370477535568885594220838006506638383443677577574114644
42723-95980-HB;34163093164425178944366057651419204446529
25058-1106-HH;76223326732627
69955-90225-OB;320160981106656746675358216788909477303349348700790121189078446719923524
26207-69518-DO;27426653179240780
83069-97022-BJ;1137440296995806071619876165536207476704573506849129647436
55552-72552-EF;7164744459723689033
69373-36943-FG;853247010250757077569
49684-19494-NB;2199329962107379985089157644707139
6146-79413-FF;418464232788
50517-45265-LJ;111481940238662
36774-28861-FJ;2292209110760376842116761816368012894511868580251166986689895226669804565313380982741757815877
7443-91019-EB;31389010178407119832407500099
1515-64961-GI;855714971851506345305
16297-26986-NK;56080136395248212082057793
26345-26259-EO;3964960886424008374748478969724031858916593280653812052
37470-37027-LN;320160981106656527336942469269043374879019202182852093367323746900995907
86088-2339-ED;20982070057805834122032831006970601369781325654157844212544785926035830043206
24963-66643-BB;146793563361271736719310694463348041038
80022-36026-AI;56080136395248212082057793
16260-59209-KI;6493636157912192824335069518961421294350357405563208009701698308261795679833046443370716295333944779086
7421-36488-FL;15785155085765281259216358657526116674645
14669-32288-KD;853247010250757077569
56460-79491-DG;1250628832449544604357909428102594236618565149622201205575718559572304
29454-31445-KH;81961211163304001753404080974689669409622636443248255049904973966746350401
82784-40997-IM;74543287303917169903499541387653915876070615146165544182704212
87220-54284-BD;42776158216889849086664198213165281877
52890-66462-EB;161401229798391281197711811682136640049052213537101
44715-78385-OH;526421743831082649937219
58183-83568-EM;2239892019062373912342997657211979
61072-42732-JF;125822751895363
93533-24339-HO;38456887365339731188016833356766416450980743209904678777460989231335771989737595961140266047514763594
1945-44692-MI;291184716030926755748104613302711544658546133207810394388033
73981-92600-LA;7599104669224299589
96481-42472-HO;8029189633708549450
1028-94041-IL;4040999701955911986629259498227006686982227
44133-2033-BM;9717446100965016837871690609844885206985798522919472451
5544-21110-GI;17355961563046377310429356550095728357202315573421399
15000-38856-AH;2055834528503539199045
56565-74575-OI;259339169131369842576938300147124899169963138037768270846770257623239529459220100579192619522530540486312529544755928855106
95041-66067-BI;42776158216889849086664198213165281877
85095-53955-BK;30141478937124777425210009939
57124-40925-MI;1250628832447877341257743467432998674804760684350334598977966360062036
35970-790-NG;259339169131369842576938300147124899169963138037768270846770257623239529459220100579192619522530540486312529544755928855106
30753-85954-BD;2128684470258986344771
28182-54851-GE;134731023070718279078274371
9724-71140-BJ;940949650312093611284185794046019
10447-76169-JH;121424974079302
26972-93503-BM;214539033202136284106867917738549425349656984415889353222777040388458379660444790909260
14263-87508-LD;149467716594998571522551344924333274439
68755-58292-DJ;32779076240631120
6476-50905-BH;38456887365339731188016833356766416450980743209904678777460989231335771989737595961140266047514763594
71781-86397-KF;17355961563065430449147015814922155974834996560291138
38099-99044-JJ;42776158216889849086664198213165281877
20829-61042-KN;27431107585076289
88140-87104-AL;2462787319921741961635006892121321489214235971
71932-4453-MF;11153790927873320052118890126985566957003688330107578699
57794-94070-GH;41318714828388167986614223790622387112608445041432131
72086-92675-ML;195122114020829289171950147409172139334721293268802502037686513753726021189
13339-70426-MA;2054825429785416592453
27829-90494-OK;33154131288827085411499088840417126207827
75091-148-NG;8661644569742943669455140665149466350676314
6785-81523-BK;74543287303917169903499541387653915876070615146165544182704212
2576-68555-KB;2292209110760376842116761816368012894511868580251166986689895226669804565313380982741757815877
21966-4206-MG;14356514917167491686455271757
81269-2457-FA;853247010250757077569
5846-83843-BF;15785155085765266728158978812245850486131
89546-90803-OA;214539033202136284106867917738549425349656984415889353222777040388458379660444790909260
9562-14085-OD;161330646110834550300436472424432521627368633632807892795941202
91936-20145-IG;259339169131369842576938300147124899169963138037768270846770257623239529459220100579192619522530540486312529544755928855106
61526-3322-KH;352020721486940775987028318256068897201775471009528667490513223398214864362497205313
32087-24732-LM;38456887365339731188016833356766416450980743209904678777460989231335771989737595961140266047514763594
46353-43423-GM;7023767566824009281
71573-94489-BG;35708591673332332492506751308
20865-93435-EN;8744369432188237188611227605530798613294915
59864-48310-BD;4885268876749520874472655344882696424781970165142649405408582659653
94258-98610-NK;459922465223823572623692
24475-37352-MJ;9620262968444304537636745672348938172329545
26904-33587-JH;15457819052420249138888019332131795903480163159875015988080911238232078457211938779982630859172914427174193888392526
15663-24493-KA;418347115852
96911-21435-MO;33154131288827085411499088840417126207827
77229-52822-MA;1250628832449444896010147323187342522270798821212148017410175231223117
24853-99952-EF;11630184294034796307799228871427259995305262106942578664037881638734
84660-69776-HL;9620262968444304537636745672309170179233358
58320-30346-FG;16996051788196373535220021468490826838617424983927063559358324665923128080098901185174831996451486980533288234346993393534658886
14482-75354-MB;33154131288827085411499088840417126207827
15649-68482-OM;1975350708962815560182790848080211
75845-97509-OI;762195757893864410827930263317682681111483873634262685536564011002454349
18958-99050-KG;1376588117101269599132859918655949796329751552014433310090663562063428071130423639
32770-88111-EN;418464232788
42030-50377-OB;12788195245930769268165821573946592917951164789021546253364059071811
84846-11587-GA;36462144532200777086577677715597951356345043945418563
68650-38781-KG;320160981106656746675358216788909477303349348700790121189078446719923524
74219-52874-AD;219063032793976918208323
38248-64271-KB;3679296139720534896612092374601
46345-86322-AH;20982070057805846908463199151496292493920969679486973488112711569309780102465
76175-22404-EB;45430407398573423077340737779070234904926055315484648333697511235
65370-3328-BB;37579152220485564600143537782677378851139
46860-62515-KL;264830956467382243173789174618973871636578648904
80467-79478-JI;4885268876749521258962098431558907570538555657020679798364921160003
93575-60793-IB;34433987033389341879498008908
52341-62482-NG;10824651475632495539495470059062994293253552216218281818964545206360276529578968328905753189009680414734976297429334
75305-66896-HD;1138687001937047089161519099007558879761099130514074394960
41380-9706-OM;34485106890160439071007990099
71803-29592-ME;119165719769665
38494-66751-BL;526741976200747570027263002975432257
82221-73384-LO;7720547795398449992959740895564
53862-32836-DA;67796724855744239744288975981028673537526523717954
30982-49173-GK;320160981106656746675358216788909477303349348700790121189078446719923524
54539-44254-ED;107156807573840
15900-32150-DA;2259300440646440902602807441515843
53857-96376-KN;10576668994126520983726903876567884729651287247813140525889112788034
67403-94844-DI;8829702988513853152359419768385
92204-87370-AJ;146793563361271736719310694463348041038
39561-12770-KI;1137440296995808077258783882639407939136675857773219898191
67337-83255-FD;74328297527373234460626979522781354625692614674554537025826373
61242-42148-OM;106733506782901783253119236539043300180
38095-52306-EH;352020721486940775987028318107512609202836546864195915147171197357301581819447503186
45895-43150-BB;3273605853304081483564268764320360457922575666591034760758468296870131730869743189
30856-17584-NH;320160981106656527336942469269043374879019202182852093367323746900995907
28290-79856-MG;34507274947000894284170739039890054079811
1921-25622-MF;30521787509862996
25856-45168-AB;214445211388590141990797630555398691353631348041790760252975543941172937515476230893349388050592322
31503-11880-KA;41318714828388167986614223790608071797406745494713680
44645-52167-IM;320511897350956911145932468996477438136044858504456103625709278073286468
55641-22585-AG;19083081549802815990127429465001289758588749477311736380680072777
42994-73194-BB;36462144532200777086577677715597951356345043945418563
76580-88306-BM;33154213713628402117709957136983440384333
75976-5467-NF;1137440296995807639641033645713716971322445832903037776449
57187-13788-DH;74543287303917169903499541387653915876070615146165544182704212
97163-26690-NO;4443126160139867481844929416724745438066436472051101253
66668-11865-HE;144062597760928538058719419202766266695
22068-19744-KB;264830956467382424371079945372977502445288712518
66072-9966-NL;8483726410633987768467055115170326839644499
78477-62533-BB;1034495923700713468573496731283045716377892171
1039-47797-AL;320160981106656527336942469269043374879019202182852093367323746900995907
90471-5210-BM;537045996172834319224090217078350148
16409-48602-GB;1034495923700712997213361962789109642533238337
98304-55147-DL;10577590996067371004573241290395624080027931636896391493
52169-26022-LO;320511897350956911145932468996477438136044858504456103625709278073286468
63697-69434-HE;264830956467382466284627632905532849387687473744
36782-40658-JE;264830956467735582794442137045919604419064327235
14019-45683-BK;149467716594998571522551344924333274439
24420-73098-ED;33834549094938797211404994420821532762451
37313-81450-IB;19084726224043819915168554269071586239065508974389296650754352466
15654-42752-HL;240862351772541263639293764102661704
6619-32809-KN;3760545176495263395923613041158054730058442557534004002213631878202338723886418508897256556873
51144-43434-ED;2129406161035570276419
77340-49283-MH;3675267818794881247323442144592
12276-10603-DK;161401229798391281197711811682136640049052213537101
33605-24345-BH;573442507507478827126067
92208-76486-LJ;111481940238662
6662-60149-KN;264830956467382283424192182591182327261568783430
36881-73062-BJ;121424974079302
57747-82496-AG;469514609744268327217476
18010-53668-EK;31069188372980035
43753-74248-FB;61660762053770535453038914762546899276
38899-39552-GB;34507274947000894284170739039890054079811
43114-3268-BJ;2855370477535568885594220838006506638383443677577574114644
92293-94431-JL;554192051969253969890285104647249261466155620721310734804211472874562903
12398-63271-JH;1235632605923760486544887159275660617235636370170095196936188715901661286796286385725961053230415472778511888804349581354643991523152
38644-74172-IN;195122114020829289171950194622432407561633833775291326695727368362056181079
43959-38673-AO;31810791648062922361665056324192176074533076621813165114565742557085111052614
14332-58040-FG;1034495923700712436756504467207685287508343108
3363-41927-GJ;219063032793976918208323
22394-60122-OI;8030606907915922501
82490-92774-OH;1662370856425519069365366457147934248080458768345417667069248391916469217739689511625548858421167940202561
71264-19788-ND;31385454126353131665707984963
94830-60921-KL;6445871311035247354000397565587659289681741206659495246
83964-98860-OK;195105106086957505893380581954184622864661924998898494065921308847250608220548298601806
13958-278-DO;111512087786054
29542-67180-EO;2128684470258986344771
79991-14148-NN;45430407398573423077340737779070234904926055316128940289976978515
86841-46410-BI;7310308984314814803
91239-24898-KE;31385454126353131665707984963
13125-38843-HK;162879769294199834346296446223590848734961749552713
36171-35846-MM;15785155092834838805117945327150861022547
76444-47887-IH;573412356879967721559807400246268229
21190-49991-AB;320160981106656600226248736542104116663858228827440842084315284513188164
71092-95361-BG;418464232788
48474-81521-KM;25365766241844503318385338978880883814658161379354503714235954748138293353542857562368984298390384213
64922-5095-KD;1137440296995807639641033645713716971322445832903037776449
34600-83083-NE;214539033202136284106867917738549425349656984415889353222777040388458379660444790909260
5107-5110-OJ;4885268876749509224682866968507323435780412803713604017830132478017
85218-66848-KB;1662370856425519069365366457147934248080458768345417667069248391916469217739689511625548858421167940202561
34528-89968-EE;1662370856425519069365366457147934248080458768345417667069248391916469217739689511625548858421167940202561
69101-68664-JB;28554739748926800
22406-56208-JN;259339169131369842576938300147124899169963138037768270846770257623239529459220100579192619522530540486312529544755928855106
57619-18472-DH;15785155085765266728158978812245850486131
91308-82799-IB;526034371859246315760709
79100-67282-GE;74543287304020924878675967339218691426362611067536790676467534
9817-42949-FK;521256810666718993408323
5604-28696-II;177462528900677433895862256949493105097367403578920043591918932
69858-80223-NB;264830956467382243173789174618973871636578648904
14156-98381-JA;6256864565531935855728404256938143657035132937848778305
61554-15938-ND;198676669962067898939336672110760509182577243057741725329707917286124057153
84878-3754-GH;14356514917167491686455271757
50190-8473-AE;2341302202916904473131474754625869
25085-51407-HE;8143562661903162427567981659083616039146334771300791226541808960049335002223465
94658-34252-NB;1250736617818936166589826923862446147869739709894967169686657894738247
64660-41244-JB;320160981106656527336942469269043374879019202182852093367323746900995907
31538-85366-FE;838043098445844859792452803665437586913131562826382056008778477371674911415107676244
56029-63784-BF;195122114020829289171950194622432407561633833775291326695727368362056181079
73024-16248-GK;45430407398573423077340737779070234904926055315484648333697511235
22423-95001-BE;4885268876749520864287905532657288955501589008698013204390827814739
40799-41135-GA;11630184294034796307799228871414040447973140751632496017168117884995
3353-10448-BA;122476922302276
71477-30246-AN;264830956467382466284627632905532849387687473744
44416-32671-NJ;838043098445844859792452803666112926393106995785480723598574400388790751192688127557
76552-3625-OO;146793563361271736719310694463649705289
98593-37306-NN;134740689463050002559299405
80936-75120-IN;3675584571531039808964905824847
1438-62212-KK;56080136395173471480996185
62486-7255-BL;4447996101316587802116402287650981211380687758854287943
4980-56543-OD;10824651475632495539495470059062994293253552216218281818964545206360276529578968328905753189009680414734976297429334
9927-38949-JJ;237974183600980334833947550273951590998425776827557805760712540084572619369520247287962055149580112
58825-27299-BM;195122114020829289171950147409216395118239481924489345780190606174048119126
91263-31175-KG;505669499077438579106936847363044689
31394-17011-MA;34473041003759274895139300675
99474-16688-MI;15785155085765266728158978812245850486131
4237-45087-BH;17357457385530580657913985057602976730364449967531346
21996-11576-FB;1662370856425519069365366457147934248080458768345417667069248391916469217739689511625548858421167940202561
72677-74318-BH;31352992529741127
6935-23452-DN;4885268876749520864287905532657288955501589008698013204390827814739
90801-6818-KB;320160981106656599365330667942938967608101442940455557067320427688781140
2041-27116-IM;425566939244932980941604788646202201091944098135811016421990896440298749718930365078774202360768791439827275
52118-4534-BG;134740670723581692647206724
18948-93219-LD;7596565837153858896
38478-82235-DL;264830956467382243173789174618973871636578648904
40525-31745-HE;7020111698625323340
6839-13276-OJ;30521787509862996
67026-81930-HG;161342007423697365943536683784282926665
58747-47758-KB;320511897350956911145932468996477438136044858504456103625709278073286468
7710-99763-KK;56080136395248212082057793
76149-71103-LK;3964960886424008374748478969724031858916593280653812052
31832-58850-MI;67796724855649926843556187388339775385616115328324
61122-87235-OM;838043098445844859792452803666108802063921384791210893064256094911280904110206447189
17224-60770-MF;3964960886424008374748478969724031858916593280653812052
55105-90898-JE;2128397922148711295312
71349-11006-LE;320160981106656600029439940682232392894511196742788672221256188290103619
70938-92984-FM;67796724855649957876432681781365684068541492717907
99287-99523-BH;940868561611488594740444851760966
81077-55778-BM;81961211163394046970574669849186543335082030991599522426216778731497025619
91262-36595-BI;27424523199209812
11923-7002-HE;67796724855649900922953304983464430882019287855687
90268-41502-IB;1137440296995807641008751793864245301937870393533163127880
21692-13656-BL;1796498398802707638608
88048-22462-IA;240862351772848291229368607836304467
74226-8530-BO;1250628832449544604357909428102594236618565149622201205575718559572304
44249-68272-KB;107126842486337
28839-29438-MI;1851881033
96039-62848-DJ;526293851533376391767364
98788-91175-HA;37579152220485564600143537782651509305163
15423-21657-IB;537045996172834319224090217078350148
97173-82393-LG;9717446100965016837871690609844885206985798522919472451
67209-73461-OG;9717446100965016837871690609844885206985798522919472451
9932-55575-LI;521588476750944630008257931294040404
52294-82017-IF;3599053959460055720733483166468189472065098017145009301715891236982843471801677281015845015923008508881986
25940-95406-IE;144062597760928538058719419202766266695
50803-44422-JB;3675267818794882385317843132744
33277-58915-LI;7020105119142472013
11587-32587-FD;34163093164425178944366057651419204446529
13318-98301-BN;1137440296997389600809874989917277396032144319618425905729
86129-36932-NK;1896070936256845710634698024498296994177358426648861336544542068992326
94831-96262-DH;54921992499746888731358186941099867716125603257969588411381444669795525637931060452682067
88232-37512-OF;1137440296995807639641033645713716971322445832903037776449
44199-74805-NK;198676669962067898939336672110760509182577243057741725329707917286124057153
36399-54414-MA;37579204022313315899627909591804898996042
94320-61366-EA;17355961563065430449147015814922155974834996560291138
15178-36396-HA;320160981106656600226248736542104116663858228827440842084315284513188164
55578-69747-KF;45426447430382820489003837725451641466832076274404360054069823913829716096334
48317-27501-FM;74543287303917249471514781005494155432587810100072470134546771
44661-81904-MK;320160981106656527336942469269043374879019202182852093367323746900995907
97971-49289-FI;4438168775137180559552950457175089023959513562109269075
9390-69578-HL;1376588117101269599132859918655949796329751552014433310090663562063428071130423639
15921-95801-JI;1871581270471724791120
49236-15936-FJ;418347115852
86881-61024-BJ;96216636755674662539049709437442435679471469124636375979951501379825065401505771461741572348691230924578510271085479225878554535681681834087950739782
4247-58749-HJ;526741976200747570027263002975432257
74542-50309-EL;1034495923700712436756504467207685287508343108
87398-18674-IH;264830956467382243173789174618973871636578648904
50676-75336-DK;853247010250757077569
98151-14496-MD;320160981106656600029439940682232392894511196742788672221256188290103619
40322-48099-FI;4438168775137180559552950457175089023959513562109269075
28211-30404-OK;3599053959460055720733483166468189472065098017145009301715891236982843471801677281015845015923008508881986
81894-37595-BE;31071152229219641361445513300
26111-64065-OF;2037190276957041880133
94521-26179-LE;54921992499746888731358186941099867716125603257969588411381444669795525637931060452682067
3824-29941-DB;320160981106656600029439940682232392894511196742788672221256188290103619
40018-52719-DK;240862351772541357170057443878794568
79237-18711-DB;478510735694
64761-63751-OB;42776158216889849086664198213165281877
10739-41661-DL;15785155085765266728158978812245850486131
2370-44718-GB;11630184294034796307799228871435302700879547592899066855912777214278
74341-54332-HE;214445211388590141990797630555398691353631348041790760252975543941172937515476230893349388050592322
20609-3480-DI;2462787319921741961635006892121321489214235971
24222-64519-AO;9523578920229557021032369618353922218387596998858863175
47105-93635-JE;33154131288827085411499088840417126207827
13002-61631-ME;441463416414059990293009405876536700331631695577504057024854
86098-90763-HB;10576668994126520983726903876567884729651287247813140525889112788034
53469-80670-DM;320160981106656600029439940682232392894511196742788672221256188290103619
24622-72658-EN;11153790927873320052118890126985566957003688330107578699
24453-76779-EK;259339169131369842576938300147124899169963138037768270846770257623239529459220100579192619522530540486312529544755928855106
37337-92432-BL;521588476750944630008257931294040404
21538-65744-AK;573412356879967721559807400246268229
81419-48899-HA;8243108361284379475
18689-1045-IN;855714971851355549517
537-49266-BD;8829702988513853152359419768385
9824-75082-IA;8143562661903162427567981659083616039146334771300791226541808960049335002223465
11605-54429-HD;8826632690016629438678213415251
42971-43664-HB;8483726410633987768467055115170326839644499
9023-91931-DD;556189057985048852463241127149703686713140014915
2529-97185-ID;1635020620
49453-34785-HH;855714971851355549517
93260-10471-EL;33139577345324898307748135019056060133954
9620-72944-NA;67796724855649900922953304983464430882019287855687
95940-98265-MB;1250736617818936166589826923862446147869739709894967169686657894738247
45967-28209-JE;459922465223823572623692
31859-95075-OF;8661644569742943669455140665149466350676314
25728-21647-BM;195122114020829289171950147409216395118239481924489345780190606174048119126
86769-84328-GB;4443509090701750933388516335811884197741787144064823873
48341-13395-BB;8674340180010300753
4370-95136-BO;10577590996067371004573241290412548950212691859193362756
54230-29253-MB;352020721486940775987028318107512609202836546864195915147171197357301581819447503186
62362-55624-OJ;1975350708962815560182790848080211
39648-98881-JE;7020105119142472013
36744-64254-GG;74543287303917169903499541387653915876070615146165544182704212
4929-37258-KB;41318714828388167986614223790622387112608445041432131
10111-86429-GA;60500501807007249606676453178773540203068746788675
13396-37369-NH;15488128462593782713861245975484499448892886800952905
87106-61544-FM;177462528900677433895862256949227930299220777622020633410694980
65435-61576-LM;3599367700463412099898290139366563361321057655284680249745352418140893636323333088913683211600
83383-80867-OG;2055834528503539199045
73332-13627-LM;8590183748071272332238774879059
97384-36859-BD;74543287303917249516111839792744277275109695567303629124760143
61433-59239-BN;2977327179272907854796602591082318680900678355780279247957386737316419
88001-51993-NL;45430407398573423077340737779070234904926055315484648333697511235
27153-24269-EN;3760545176495263395923613041158054730058442557534004002213631878202338723886418508897256556873
62576-53535-GK;352020721486940775987028318107512609202836546864195915147171197357301581819447503186
45203-70502-DB;10578147176976730115161276246924696848790083
62143-94777-KK;8661644569622367088912412269932610572804435
4468-38100-AO;1945370780066921739600
72244-27841-OL;144062597760928538058719419202766266695
23881-44654-KD;15488128462593782713861245975484499448892886800952905
92509-42184-BF;4885268876749520886261989761548048732878822546483129486263723124056
16394-88659-AH;1034495923700712436756504467207685287508343108
2649-75352-KL;27428839065939013
86435-41850-OJ;34433987033389341879498008908
89790-37068-JN;418565088580
78566-65151-NN;1250628832447877343864999768289970284744184362276518247775805681856336
66926-54437-HB;838043098445844859792452803666112926393106995785480723598574400388790751192688127557
25349-35527-JO;41318714828388167986614223790598424004458754750374214
739-46389-OB;30506441440587602
74171-21811-BI;418347115852
84191-36636-FB;9330212439387657625891393324715245040190316651081453907
12662-71523-AJ;161342007423697365943536683784282926665
72682-90231-GB;1137440296995807639641033645713716971322445832825712306509
40991-7580-KM;940949650312093611284185794046019
1700-31983-OM;853247010250757077569
55229-12562-KK;2084752041447451046374896028145180974194048989581203482437516061227095585622348649
99195-23408-IL;2036159419977866177605
36593-20414-KF;138343577812993461683514437
41941-11078-ON;27428839065939013
22067-97271-LB;1500797727683676469663448586213430311117745223
90034-61797-EF;134731023070718279078274371
62638-92639-HB;1250628832449544604357909428102594236618565149622201205575718559572304
79706-18571-KO;2016311376279626742222842585440594
50764-22336-OD;76223326732627
54953-98419-FD;796678157060313138313959249828466730403127628581503283292356454351056450
7606-9118-AB;67796724855734904116235488296280065801819889230151
34613-39351-GF;10577590996067371004573241290419821559968158412643594832
3624-50234-DF;921357813621941365884578353073603483903959409900709560518050103309190351838237401449008144213864289792324942
28508-96460-DF;2128397922148711295312
17559-95842-EK;9334309056952250887007063074391515242780320750711502160
29383-17731-KB;8826632690016629438678213415251
52326-3899-BE;1137440296995807639641033645713716971322445832903037776449
23773-10340-KH;96216636755674662539049709437442435679471469124636375979951501379825065401505771461741572348691230924578510271085479225878554535681681834087950739782
64471-33437-BM;1137440296995807639641033645713716971322445832903037776449
7981-64658-JL;264830956467382283424192182591182327261568783430
10548-8744-OF;37579204022313315899627909591804898996042
92723-53172-KL;320160981106656746675358216788909477303349348700790121189078446719923524
13724-3819-KI;4443126160139873590976209537344913513047148032724134979
4261-75593-GM;6371446492393588484845996017055575039510328338167157071452666445794611723962458901976711249426925853327483176315970
85073-29637-DI;32779076240631120
17080-57574-AE;796678157060313138313959249828466730403127628581503283292356454351056450
35906-6142-MA;17355961563046389216366766549299838841516436164211521
55616-84216-OA;20982070057805834122032831006970601369781325654157844212544785926035830043206
50679-64629-LE;17355961563046389216366766549299838841516436164211521
77856-82155-DN;6371446492393588484845996017055575039510328338167157071452666445794611723962458901976711249426925853327483176315970
44140-12718-DD;11630184294034796307799228871414040447973140751632496017168117884995
28801-95663-IM;320511897350956911145932468996477438136044858504456103625709278073286468
36822-40774-EI;3675584571531039808964905824847
88671-95158-HE;41318714828388167986614223790622387112608445041432131
59548-30194-FH;7020105119142472013
73022-93243-NI;149467716594998571522551344924333274439
16093-29025-NB;4438168775137180559552950457175089023959513562109269075
80807-64649-BM;30506441440587602
52534-28031-DF;10577590996067371004573241290412548950212691859193362756
