numero,tipo_contenido,duracion
6035,spam,9
6038,spam,54
6039,imagenes,8
6040,spam,52
6041,spam,15
6043,spam,20
6044,audio,80
6047,audio,10
6048,imagenes,7
6049,audio,4
6050,spam,73
6052,audio,13
6053,spam,40
6055,spam,39
6056,audio,57
6058,spam,83
6060,imagenes,37
6062,video,49
6063,video,23
6066,audio,73
6072,video,9
6073,imagenes,69
6075,imagenes,78
6077,audio,24
6078,imagenes,6
6081,video,56
6082,audio,67
6083,spam,65
6084,imagenes,88
6090,audio,81
6092,spam,83
6093,audio,57
6098,imagenes,77
6100,audio,58
6101,spam,60
6102,audio,83
6103,spam,90
6104,spam,29
6106,spam,42
6107,audio,43
6109,audio,43
6113,audio,65
6114,spam,18
6115,audio,57
6116,audio,64
6119,video,31
6121,video,57
6122,spam,49
6123,audio,67
6126,audio,13
6127,spam,43
6133,video,42
6135,spam,18
6137,video,25
6139,audio,74
6143,video,10
6145,audio,22
6147,video,28
6148,audio,57
6149,spam,68
6154,video,76
6155,spam,20
6160,imagenes,27
6161,imagenes,21
6162,imagenes,68
6164,imagenes,1
6165,video,34
6167,audio,55
6168,spam,33
6171,audio,33
6173,imagenes,89
6174,video,11
6175,spam,84
6178,audio,2
6180,audio,88
6183,imagenes,79
6184,imagenes,79
6185,imagenes,90
6187,video,41
6188,spam,72
6191,audio,62
6193,spam,26
6195,audio,88
6196,imagenes,5
6199,spam,71
6204,video,89
6206,audio,90
6208,audio,65
6213,imagenes,49
6214,spam,82
6215,video,15
6216,video,82
6219,video,8
6221,audio,53
6224,video,31
6225,video,68
6226,video,16
6227,video,78
6228,video,10
6229,video,48
6230,video,35
6232,imagenes,13
6233,spam,79
6236,spam,4
6237,imagenes,15
6238,spam,83
6240,video,55
6241,imagenes,73
6244,video,52
6245,video,22
6246,audio,9
6253,video,19
6256,audio,57
6257,video,9
6259,spam,78
6264,imagenes,3
6265,audio,57
6266,imagenes,1
6269,imagenes,71
6270,spam,12
6271,spam,28
6277,video,47
6278,video,63
6280,imagenes,65
6282,spam,66
6283,spam,75
6284,video,15
6285,spam,39
6286,imagenes,78
6287,video,88
6290,video,27
6291,imagenes,76
6292,video,16
6293,audio,88
6294,video,5
6295,video,10
6298,video,56
6301,audio,65
6304,spam,29
6307,spam,54
6310,video,56
6312,audio,45
6313,spam,81
6314,video,49
6315,spam,79
6316,spam,21
6317,spam,8
6319,video,57
6320,video,69
6322,audio,85
6323,audio,53
6325,audio,1
6326,audio,19
6336,spam,43
6337,video,75
6338,audio,78
6339,audio,46
6340,imagenes,34
6341,imagenes,50
6344,video,36
6345,audio,86
6347,spam,14
6350,audio,17
6351,imagenes,48
6352,spam,20
6353,imagenes,37
6354,imagenes,9
6355,imagenes,44
6356,spam,41
6359,imagenes,10
6360,audio,32
6361,imagenes,87
6362,audio,83
6364,imagenes,54
6366,audio,12
6368,audio,3
6369,imagenes,42
6371,spam,7
6373,audio,37
6375,audio,80
6376,video,48
6377,spam,70
6378,spam,24
6380,imagenes,28
6381,audio,12
6382,audio,53
6383,spam,5
6388,imagenes,6
6391,spam,47
6395,spam,9
6396,spam,88
6398,video,11
6399,spam,57
6401,imagenes,35
6402,audio,57
6403,audio,63
6405,spam,14
6412,audio,73
6415,audio,77
6417,audio,80
6422,audio,44
6424,video,61
6426,spam,72
6428,imagenes,66
6430,audio,70
6433,imagenes,59
6434,video,49
6440,audio,2
6442,audio,45
6443,video,54
6446,video,53
6447,video,33
6448,audio,35
6449,audio,66
6450,video,60
6451,audio,42
6452,video,64
6454,spam,3
6455,audio,1
6456,spam,48
6457,spam,25
6459,audio,33
6461,spam,57
6462,audio,15
6463,video,77
6464,spam,35
6465,audio,75
6466,video,87
6467,imagenes,15
6468,imagenes,57
6469,video,64
6470,spam,33
6472,imagenes,18
6473,audio,44
6475,audio,55
6476,spam,28
6480,audio,64
6481,video,3
6482,imagenes,72
6483,spam,61
6484,audio,14
6485,spam,90
6487,video,79
6488,video,51
6493,imagenes,41
6494,imagenes,65
6497,imagenes,16
6498,video,77
6500,imagenes,58
6501,video,40
6503,audio,22
6505,imagenes,1
6506,spam,82
6508,spam,83
6510,audio,38
6513,imagenes,63
6519,video,42
6521,video,86
6522,imagenes,37
6523,spam,63
6526,spam,64
6527,imagenes,29
6530,spam,29
6533,imagenes,50
6534,imagenes,68
6536,video,74
6537,audio,25
6538,video,78
6540,video,7
6541,spam,19
6542,audio,65
6543,spam,38
6546,imagenes,40
6550,imagenes,7
6553,imagenes,51
6555,video,68
6559,audio,26
6563,video,80
6567,imagenes,55
6569,spam,72
6572,spam,11
6574,spam,21
6576,imagenes,38
6579,audio,53
6583,audio,2
6584,imagenes,59
6585,video,27
6586,audio,36
6588,video,62
6591,spam,7
6592,video,40
6595,imagenes,37
6596,spam,60
6598,imagenes,38
6600,video,8
6602,spam,9
6604,spam,50
6606,audio,25
6609,spam,40
6610,spam,64
6611,imagenes,69
6614,audio,6
6615,spam,54
6616,audio,24
6617,video,29
6619,audio,6
6621,audio,9
6622,audio,20
6627,spam,31
6628,audio,28
6631,video,47
6633,audio,85
6635,audio,89
6636,video,68
6640,imagenes,74
6646,video,34
6650,imagenes,32
6652,imagenes,61
6653,video,8
6654,audio,25
6658,spam,48
6660,spam,3
6661,audio,22
6662,spam,50
6663,imagenes,87
6665,imagenes,7
6667,imagenes,56
6668,audio,2
6671,audio,40
6674,imagenes,34
6678,spam,44
6680,audio,18
6682,video,17
6683,spam,45
6684,imagenes,43
6687,spam,8
6688,audio,33
6689,video,49
6690,imagenes,50
6695,audio,26
6698,imagenes,64
6699,video,52
6700,imagenes,53
6702,imagenes,37
6705,imagenes,33
6707,video,58
6708,imagenes,63
6709,audio,86
6712,video,66
6714,imagenes,1
6718,video,11
6719,imagenes,20
6720,spam,48
6721,imagenes,18
6722,spam,8
6726,audio,42
6728,spam,21
6729,video,37
6732,audio,70
6733,imagenes,29
6735,imagenes,6
6739,spam,62
6740,spam,58
6741,video,39
6742,spam,66
6743,imagenes,13
6745,imagenes,75
6747,spam,80
6748,spam,4
6749,video,88
6752,imagenes,25
6753,imagenes,34
6755,audio,88
6756,video,54
6757,imagenes,5
6758,spam,22
6760,spam,3
6761,imagenes,44
6762,audio,88
6763,video,84
6764,video,80
6766,audio,16
6769,audio,52
6771,audio,36
6772,audio,14
6774,spam,61
6775,video,38
6777,video,19
6778,audio,26
6779,imagenes,41
6780,spam,58
6781,audio,11
6782,spam,82
6783,audio,2
6785,video,17
6787,spam,80
6789,video,27
6790,audio,40
6792,audio,72
6795,spam,5
6801,spam,8
6803,spam,56
6804,imagenes,13
6805,spam,54
6806,video,75
6807,audio,47
6809,audio,23
6811,imagenes,12
6812,audio,89
6815,imagenes,85
6817,audio,39
6819,spam,83
6820,imagenes,69
6825,imagenes,6
6827,video,85
6828,audio,75
6829,audio,46
6830,imagenes,89
6831,spam,80
6832,spam,6
6833,spam,88
6834,imagenes,6
6836,audio,40
6837,audio,61
6838,video,66
6839,imagenes,56
6840,imagenes,75
6847,video,85
6851,imagenes,26
6852,spam,37
6853,spam,66
6854,audio,47
6855,imagenes,61
6857,video,81
6858,imagenes,37
6861,audio,30
6863,spam,24
6865,imagenes,11
6868,video,22
6869,spam,29
6870,spam,36
6873,audio,37
6875,spam,76
6879,audio,26
6881,video,31
6883,video,14
6884,imagenes,20
6888,spam,61
6891,spam,74
6892,video,74
6893,spam,4
6894,video,7
6896,spam,35
6897,video,42
6899,audio,55
6900,spam,36
6901,video,67
6903,video,20
6904,audio,70
6905,video,36
6906,audio,44
6910,imagenes,36
6912,imagenes,49
6913,video,74
6914,spam,2
6915,spam,30
6916,video,68
6917,video,42
6918,audio,31
6919,imagenes,25
6922,video,11
6925,imagenes,70
6926,video,56
6928,spam,9
6929,imagenes,17
6934,audio,33
6936,video,26
6940,video,21
6943,spam,67
6945,video,88
6946,video,81
6947,spam,68
6950,imagenes,81
6952,audio,82
6953,video,73
6955,spam,46
6956,imagenes,67
6957,spam,3
6958,spam,89
6961,spam,61
6962,video,38
6964,spam,34
6965,video,60
6966,imagenes,27
6975,audio,8
6977,audio,64
6981,video,53
6984,spam,8
6986,imagenes,82
6989,imagenes,25
6990,video,34
6992,spam,75
6993,video,64
6999,video,18
7002,video,82
7004,audio,22
7006,video,40
7010,audio,3
7011,video,14
7012,spam,47
7014,imagenes,37
7017,audio,26
7018,spam,71
7019,spam,13
7020,video,11
7022,imagenes,8
7023,audio,55
7024,imagenes,76
7027,imagenes,78
7028,imagenes,64
7030,imagenes,8
7031,video,41
7034,spam,75
7035,video,18
7036,spam,32
7037,spam,5
7039,spam,11
7041,audio,65
7042,spam,17
7044,imagenes,47
7046,spam,53
7047,audio,5
7049,spam,33
7051,video,58
7052,spam,51
7053,audio,35
7055,video,90
7059,audio,16
7063,audio,89
7065,audio,20
7067,audio,32
7069,imagenes,3
7073,video,33
7074,spam,3
7075,video,33
7079,imagenes,82
7082,imagenes,74
7084,spam,59
7085,audio,22
7086,audio,33
7087,video,85
7090,spam,67
7093,spam,22
7094,spam,18
7095,video,26
7097,audio,2
7098,video,53
7099,audio,61
7100,video,84
7101,audio,4
7102,imagenes,11
7104,audio,43
7105,spam,17
7108,audio,60
7109,imagenes,67
7110,spam,83
7112,spam,29
7113,video,71
7114,video,54
7115,spam,74
7116,spam,51
7117,video,48
7118,spam,19
7119,spam,53
7122,audio,88
7123,video,69
7124,imagenes,76
7125,audio,51
7126,video,66
7128,video,35
7130,video,74
7133,spam,50
7134,audio,57
7135,spam,24
7136,spam,14
7137,spam,49
7138,video,90
7140,audio,54
7145,imagenes,84
7146,spam,21
7148,imagenes,61
7149,audio,86
7151,audio,16
7157,video,2
7159,video,75
7160,audio,26
7161,imagenes,20
7164,audio,27
7165,video,7
7166,spam,86
7168,video,5
7169,video,42
7172,video,80
7178,video,5
7179,audio,42
7180,spam,56
7183,video,24
7184,video,4
7187,imagenes,85
7189,imagenes,57
7191,imagenes,13
7194,video,56
7197,audio,52
7199,audio,28
7202,video,35
7204,imagenes,63
7206,imagenes,1
7207,spam,47
7208,audio,87
7210,spam,57
7212,spam,32
7213,imagenes,67
7214,audio,69
7216,spam,65
7220,video,60
7222,video,57
7224,spam,38
7225,video,19
7226,video,57
7227,spam,86
7232,spam,67
7234,spam,24
7236,imagenes,45
7237,imagenes,9
7238,spam,90
7240,audio,77
7243,imagenes,50
7244,spam,83
7245,video,13
7249,spam,88
7261,imagenes,27
7264,imagenes,33
7266,imagenes,35
7268,video,38
7269,spam,67
7270,video,79
7271,video,67
7272,spam,51
7273,imagenes,68
7274,spam,64
7276,audio,65
7278,video,72
7279,imagenes,90
7280,audio,72
7281,video,46
7285,imagenes,35
7286,video,41
7287,audio,55
7288,audio,26
7290,video,62
7291,video,49
7292,imagenes,15
7296,imagenes,16
7301,audio,4
7302,spam,17
7306,audio,63
7307,spam,72
7308,imagenes,22
7326,audio,51
7327,spam,88
7328,video,67
7329,audio,78
7336,audio,87
7338,audio,12
7339,audio,16
7340,spam,10
7344,video,79
7347,imagenes,56
7351,audio,51
7355,spam,3
7357,spam,90
7361,spam,57
7364,audio,76
7366,spam,6
7367,audio,56
7369,imagenes,3
7370,audio,63
7371,imagenes,64
7372,audio,85
7373,spam,27
7374,video,78
7377,imagenes,3
7378,video,76
7379,video,79
7386,video,17
7387,spam,34
7388,imagenes,3
7389,imagenes,65
7390,audio,12
7397,spam,86
7400,audio,72
7403,video,2
7406,spam,50
7408,imagenes,62
7409,audio,38
7410,imagenes,37
7411,spam,53
7412,video,51
7414,audio,76
7415,video,25
7417,imagenes,41
7418,imagenes,10
7419,imagenes,76
7422,audio,10
7423,video,45
7425,audio,11
7426,video,23
7427,audio,82
7428,video,4
7429,imagenes,77
7431,video,84
7432,video,34
7434,imagenes,89
7436,audio,4
7438,video,72
7440,imagenes,72
7442,spam,81
7443,spam,79
7444,audio,5
7445,video,41
7452,spam,31
7453,audio,30
7454,audio,76
7459,video,82
7461,imagenes,80
7462,video,69
7463,video,38
7465,spam,5
7466,audio,2
7468,spam,76
7470,spam,17
7471,audio,63
7476,audio,52
7477,audio,7
7478,imagenes,66
7479,imagenes,86
7482,audio,18
7485,spam,56
7487,audio,64
7488,audio,11
7490,audio,33
7492,video,13
7496,audio,26
7498,spam,70
7500,audio,68
7501,audio,2
7502,spam,56
7504,spam,17
7506,video,34
7510,video,30
7511,video,11
7513,spam,90
7514,spam,88
7519,imagenes,23
7520,spam,5
7522,spam,85
7523,spam,75
7525,video,48
7528,audio,12
7529,video,10
7530,spam,77
7531,spam,42
7532,imagenes,8
7534,video,62
7535,audio,81
7536,video,18
7538,video,19
7543,audio,12
7545,video,56
7546,imagenes,6
7547,spam,1
7548,audio,28
7549,spam,11
7550,spam,29
7551,video,41
7556,imagenes,65
7557,audio,6
7559,spam,17
7560,spam,40
7562,video,18
7563,video,30
7568,audio,68
7569,audio,38
7570,imagenes,37
7571,imagenes,40
7575,spam,1
7578,video,6
7581,spam,19
7584,spam,88
7587,video,22
7588,audio,69
7590,spam,16
7592,imagenes,69
7598,audio,19
7599,imagenes,50
7600,imagenes,57
7603,audio,11
7605,video,70
7606,video,87
7608,imagenes,19
7610,imagenes,29
7612,imagenes,30
7613,spam,4
7614,audio,59
7617,imagenes,88
7619,imagenes,51
7620,video,56
7623,audio,39
7626,spam,45
7627,spam,76
7629,imagenes,45
7630,spam,86
7632,video,21
7634,spam,16
7635,video,19
7641,video,12
7643,spam,36
7644,imagenes,12
7648,video,24
7650,video,37
7652,imagenes,72
7655,imagenes,63
7656,video,26
7659,imagenes,71
7660,audio,31
7661,video,81
7662,imagenes,15
7663,audio,49
7664,spam,88
7666,audio,38
7667,imagenes,38
7669,video,45
7671,spam,13
7672,spam,78
7674,video,74
7676,imagenes,72
7684,imagenes,54
7686,video,58
7687,imagenes,59
7688,spam,64
7689,spam,13
7693,video,25
7694,imagenes,23
7695,audio,30
7697,audio,54
7698,spam,36
7699,spam,45
7700,video,20
7704,video,55
7708,spam,53
7709,spam,65
7717,imagenes,55
7718,imagenes,74
7719,spam,87
7720,imagenes,82
7721,spam,86
7722,video,53
7725,imagenes,72
7726,spam,23
7728,imagenes,63
7731,video,30
7732,audio,5
7733,imagenes,20
7734,imagenes,43
7735,audio,28
7736,imagenes,21
7739,audio,68
7742,video,89
7743,spam,80
7744,spam,46
7745,video,24
7747,imagenes,41
7748,imagenes,61
7750,video,57
7751,video,2
7752,imagenes,65
7755,imagenes,3
7763,imagenes,55
7768,spam,39
7769,spam,74
7770,audio,87
7771,audio,80
7772,spam,15
7773,imagenes,49
7775,video,86
7776,audio,19
7777,spam,60
7779,audio,42
7781,video,33
7782,audio,25
7783,spam,68
7785,imagenes,61
7786,spam,2
7788,video,32
7789,imagenes,69
7790,video,21
7791,audio,14
7794,imagenes,86
7797,audio,52
7803,video,10
7806,video,20
7808,audio,3
7812,audio,81
7814,video,59
7815,audio,47
7817,spam,50
7822,video,86
7824,spam,38
7825,video,30
7827,spam,50
7828,audio,86
7829,video,15
7831,audio,46
7835,audio,71
7836,spam,54
7839,imagenes,79
7840,spam,16
7842,video,16
7843,video,25
7845,audio,41
7848,video,32
7849,audio,19
7851,video,31
7854,spam,63
7858,video,12
7859,imagenes,35
7860,video,29
7861,audio,73
7862,video,21
7865,video,29
7867,spam,30
7871,video,49
7872,video,17
7873,video,69
7877,audio,5
7879,spam,79
7881,audio,56
7882,spam,11
7884,imagenes,89
7886,imagenes,81
7887,video,83
7889,imagenes,67
7890,audio,36
7892,spam,56
7893,video,23
7895,video,22
7897,audio,13
7898,imagenes,68
7900,spam,52
7901,video,63
7902,spam,65
7903,video,82
7905,audio,63
7907,video,23
7908,video,67
7910,audio,21
7911,audio,18
7914,imagenes,90
7916,spam,71
7918,spam,1
7924,imagenes,60
7925,video,10
7928,imagenes,79
7930,imagenes,80
7931,video,54
7933,imagenes,67
7934,audio,79
7935,imagenes,90
7936,spam,43
7937,video,74
7938,spam,42
7940,audio,6
7941,audio,87
7943,imagenes,15
7944,imagenes,69
7945,spam,83
7946,imagenes,31
7947,audio,8
7948,audio,67
7954,spam,65
7957,audio,14
7959,audio,53
7961,audio,83
7962,spam,59
7964,video,72
7966,audio,61
7967,spam,83
7969,imagenes,56
7971,video,32
7975,spam,61
7976,spam,81
7977,imagenes,64
7979,imagenes,46
7981,audio,80
7989,video,66
7991,video,22
7993,video,84
7994,video,49
7995,video,78
7997,spam,2
7998,spam,90
7999,imagenes,38
8001,imagenes,70
8002,video,42
8006,video,2
8011,audio,83
8012,spam,69
8013,imagenes,54
8014,imagenes,47
8017,video,37
8020,audio,41
8021,audio,78
8026,imagenes,43
8027,imagenes,12
8028,audio,73
8029,video,38
8031,imagenes,11
8032,audio,30
8035,spam,20
8039,audio,10
8040,spam,75
8042,imagenes,81
8043,video,21
8048,imagenes,57
8050,spam,9
8052,video,61
8055,spam,85
8060,imagenes,86
8063,video,28
8067,video,45
8069,spam,11
8071,imagenes,81
8072,imagenes,6
8077,imagenes,80
8079,spam,39
8080,audio,67
8082,spam,3
8083,video,42
8084,spam,31
8085,spam,26
8086,spam,35
8087,video,89
8088,imagenes,41
8089,spam,21
8090,video,82
8092,video,48
8096,video,12
8099,video,68
8100,imagenes,10
8101,audio,73
8102,imagenes,89
8104,spam,42
8106,audio,27
8108,audio,82
8110,audio,2
8113,imagenes,69
8115,video,87
8117,spam,17
8120,spam,75
8122,video,88
8124,audio,7
8127,imagenes,84
8128,video,52
8129,audio,21
8133,spam,83
8134,audio,21
8136,video,14
8137,audio,85
8139,spam,21
8142,imagenes,83
8143,imagenes,31
8145,imagenes,48
8148,imagenes,38
8150,video,20
8151,video,48
8152,audio,11
8154,audio,15
8155,video,77
8157,imagenes,69
8159,imagenes,85
8161,audio,48
8162,imagenes,36
8163,imagenes,25
8164,spam,5
8167,imagenes,22
8170,spam,60
8171,imagenes,11
8174,video,66
8175,audio,49
8176,video,71
8178,video,60
8180,video,31
8182,imagenes,86
8184,spam,77
8186,imagenes,55
8189,audio,43
8190,audio,58
8191,imagenes,27
8192,audio,84
8193,video,1
8194,spam,66
8195,video,4
8197,spam,70
8198,imagenes,73
8199,spam,58
8202,imagenes,84
8203,imagenes,89
8204,video,64
8205,video,6
8209,imagenes,44
8211,imagenes,12
8213,audio,21
8216,video,84
8217,video,1
8220,audio,27
8221,imagenes,82
8223,audio,53
8224,video,29
8228,audio,42
8229,spam,58
8234,spam,22
8235,spam,38
8236,spam,62
8237,imagenes,80
8238,audio,71
8239,imagenes,40
8240,audio,42
8241,spam,1
8242,audio,49
8243,video,29
8247,imagenes,57
8248,spam,21
8250,spam,11
8251,audio,14
8252,video,52
8253,audio,90
8254,imagenes,67
8257,video,70
8259,audio,62
8260,audio,20
8265,audio,5
8269,spam,31
8273,audio,20
8278,video,59
8279,audio,87
8281,imagenes,88
8283,video,72
8284,imagenes,86
8286,audio,24
8287,video,44
8288,spam,80
8290,video,6
8291,imagenes,32
8293,imagenes,21
8294,video,15
8295,spam,50
8296,spam,7
8297,audio,5
8298,spam,71
8301,audio,8
8302,video,29
8304,video,56
8305,imagenes,83
8309,audio,17
8310,spam,62
8312,spam,89
8313,audio,33
8314,spam,24
8315,imagenes,27
8317,audio,40
8319,audio,69
8320,video,69
8321,video,78
8322,imagenes,85
8327,spam,33
8329,audio,79
8330,video,42
8331,imagenes,62
8333,imagenes,31
8334,spam,75
8336,spam,37
8337,imagenes,49
8338,imagenes,45
8340,imagenes,9
8341,spam,87
8342,video,44
8344,imagenes,85
8345,imagenes,3
8347,spam,16
8348,imagenes,46
8349,spam,65
8351,imagenes,13
8352,video,25
8353,imagenes,66
8361,video,27
8362,video,9
8364,imagenes,13
8365,video,86
8366,video,7
8368,imagenes,29
8372,video,69
8375,video,9
8376,video,4
8378,audio,60
8384,imagenes,46
8385,spam,78
8386,audio,49
8388,audio,83
8392,audio,11
8395,video,30
8396,audio,83
8397,audio,58
8398,spam,53
8400,imagenes,77
8401,video,81
8402,video,26
8403,video,83
8405,video,2
8406,imagenes,63
8407,spam,58
8409,spam,19
8411,spam,52
8415,video,36
8418,video,67
8422,video,39
8424,audio,34
8425,imagenes,11
8426,audio,46
8427,imagenes,32
8431,imagenes,22
8432,audio,31
8433,imagenes,54
8435,spam,41
8436,video,65
8437,audio,70
8440,audio,43
8443,video,63
8444,imagenes,23
8445,spam,58
8446,video,34
8447,video,6
8448,imagenes,6
8449,imagenes,17
8454,video,43
8456,audio,39
8457,imagenes,30
8459,imagenes,4
8460,video,89
8461,imagenes,19
8466,video,34
8471,spam,75
8472,video,37
8473,imagenes,60
8476,imagenes,2
8477,audio,61
8478,spam,15
8480,audio,58
8481,spam,85
8482,imagenes,49
8483,imagenes,4
8484,audio,23
8485,audio,16
8490,spam,53
8492,audio,51
8494,audio,43
8495,imagenes,29
8497,spam,83
8500,video,53
8502,video,22
8504,imagenes,66
8508,spam,1
8510,video,17
8514,video,66
8515,spam,67
8518,video,64
8523,audio,33
8524,spam,25
8525,video,1
8527,audio,76
8529,spam,75
8530,imagenes,36
8536,audio,59
8540,video,57
8545,audio,34
8548,imagenes,62
8551,spam,74
8557,imagenes,83
8558,audio,29
8562,spam,9
8563,imagenes,19
8565,spam,24
8566,video,43
8568,spam,78
8570,video,28
8571,imagenes,3
8575,video,57
8576,spam,55
8578,imagenes,84
8581,video,19
8585,spam,58
8586,spam,9
8587,spam,46
8590,spam,14
8591,spam,55
8593,imagenes,26
8594,audio,72
8596,video,64
8597,video,88
8604,video,38
8605,spam,52
8606,spam,25
8609,spam,88
8611,video,43
8612,imagenes,54
8616,audio,86
8618,spam,60
8620,spam,53
8622,spam,42
8625,imagenes,34
8629,video,38
8632,imagenes,29
8633,spam,28
8634,audio,79
8635,spam,4
8638,video,24
8642,video,30
8644,audio,71
8645,video,34
8649,spam,6
8651,audio,58
8652,imagenes,1
8653,audio,81
8654,audio,70
8655,imagenes,27
8657,video,71
8658,video,87
8661,imagenes,81
8662,imagenes,58
8665,imagenes,49
8666,video,52
8667,audio,31
8668,video,59
8669,audio,31
8673,spam,56
8674,spam,36
8677,spam,77
8679,spam,37
8682,spam,38
8685,video,46
8686,audio,5
8687,audio,68
8688,imagenes,85
8690,video,10
8691,imagenes,1
8692,video,23
8694,imagenes,5
8696,imagenes,54
8699,spam,49
8702,audio,65
8705,spam,60
8706,spam,71
8709,imagenes,13
8711,spam,38
8715,imagenes,41
8716,audio,34
8722,video,15
8725,video,34
8726,audio,59
8727,audio,27
8730,audio,5
8734,audio,90
8735,imagenes,28
8736,video,20
8737,imagenes,77
8739,imagenes,53
8740,imagenes,78
8741,spam,64
8747,audio,60
8749,video,43
8753,imagenes,77
8754,spam,46
8757,audio,59
8758,spam,36
8764,audio,6
8765,imagenes,85
8768,video,51
8769,audio,22
8770,video,14
8772,video,68
8775,imagenes,28
8779,audio,43
8781,audio,19
8782,video,6
8785,video,10
8786,video,66
8789,video,12
8791,imagenes,12
8792,spam,64
8793,video,43
8794,video,57
8795,audio,35
8797,audio,46
8799,spam,52
8801,audio,16
8803,spam,12
8807,audio,23
8809,audio,9
8810,video,22
8811,spam,76
8812,spam,51
8814,audio,7
8816,imagenes,75
8820,spam,82
8821,imagenes,29
8827,imagenes,88
8828,video,40
8829,audio,52
8832,audio,26
8834,audio,77
8843,spam,84
8844,video,10
8846,audio,77
8847,audio,53
8848,audio,72
8851,video,51
8854,imagenes,56
8855,imagenes,16
8858,imagenes,8
8860,imagenes,29
8861,imagenes,84
8862,video,23
8864,spam,70
8865,spam,10
8867,audio,81
8869,audio,11
8871,audio,13
8872,spam,88
8873,audio,81
8877,audio,54
8879,video,13
8881,spam,9
8883,spam,23
8887,imagenes,18
8889,video,21
8891,audio,24
8893,video,16
8895,imagenes,52
8896,video,72
8897,audio,39
8899,audio,83
8903,spam,9
8904,audio,82
8907,audio,52
8908,video,64
8911,audio,67
8915,spam,66
8918,imagenes,67
8919,imagenes,85
8921,spam,34
8922,imagenes,22
8925,video,34
8926,imagenes,81
8927,video,29
8928,spam,89
8929,spam,88
8930,video,33
8931,spam,44
8936,imagenes,3
8937,spam,75
8938,spam,39
8939,audio,81
8942,imagenes,68
8943,audio,11
8944,spam,39
8945,audio,51
8950,video,80
8952,video,62
8956,imagenes,82
8959,spam,64
8961,video,90
8965,imagenes,38
8971,audio,55
8979,imagenes,57
8980,audio,43
8981,imagenes,43
8984,spam,72
8985,imagenes,65
8987,imagenes,46
8988,audio,6
8989,video,35
8992,spam,1
8994,video,71
8996,spam,44
8997,video,27
8998,video,7
9002,audio,87
9003,imagenes,7
9004,imagenes,38
9006,imagenes,53
9008,spam,61
9009,spam,21
9011,audio,54
9013,audio,41
9015,audio,48
9016,audio,53
9017,audio,71
9019,imagenes,5
9023,spam,65
9024,audio,61
9027,audio,85
9030,audio,2
9031,imagenes,30
9034,audio,85
9038,audio,43
9039,audio,85
9041,audio,22
9042,audio,39
9043,audio,84
9044,video,82
9046,audio,55
9048,video,55
9050,audio,61
9051,audio,68
9052,spam,51
9053,audio,50
9054,spam,16
9056,imagenes,83
9058,video,84
9061,audio,55
9065,imagenes,30
9067,spam,33
9074,imagenes,6
9080,imagenes,46
9082,spam,69
9085,video,34
9088,audio,67
9091,video,60
9092,spam,72
9093,video,63
9094,video,56
9095,imagenes,57
9101,spam,28
9104,audio,23
9105,spam,38
9108,spam,34
9113,imagenes,19
9114,spam,32
9117,video,65
9119,spam,20
9120,imagenes,2
9125,video,69
9126,spam,28
9128,video,66
9129,video,46
9130,imagenes,88
9134,audio,26
9137,video,23
9139,imagenes,40
9140,video,48
9142,spam,39
9143,spam,44
9144,video,75
9145,imagenes,56
9146,spam,21
9148,imagenes,27
9152,spam,52
9156,video,4
9157,video,61
9158,video,65
9159,imagenes,25
9161,spam,71
9164,audio,1
9167,audio,78
9169,video,24
9170,spam,15
9172,imagenes,62
9173,spam,35
9175,video,84
9177,imagenes,74
9179,audio,16
9182,audio,70
9186,spam,88
9187,audio,73
9188,audio,48
9189,spam,17
9192,audio,89
9198,video,63
9199,imagenes,67
9201,audio,42
9202,audio,83
9204,imagenes,88
9205,video,11
9206,spam,24
9213,spam,37
9216,spam,73
9219,spam,71
9220,audio,15
9221,imagenes,10
9222,audio,4
9224,spam,20
9226,audio,8
9227,audio,68
9228,imagenes,62
9229,imagenes,18
9230,spam,18
9231,spam,53
9233,spam,25
9234,audio,63
9235,video,64
9236,audio,86
9238,imagenes,63
9239,imagenes,31
9240,imagenes,49
9242,imagenes,15
9244,imagenes,14
9245,audio,25
9246,audio,68
9247,imagenes,38
9249,imagenes,16
9251,imagenes,38
9253,spam,73
9255,imagenes,54
9257,audio,61
9262,video,11
9263,video,4
9264,imagenes,7
9268,video,65
9270,video,54
9272,spam,67
9273,spam,22
9274,spam,58
9276,spam,3
9277,audio,34
9279,spam,48
9281,video,51
9284,video,29
9285,video,38
9286,audio,16
9287,video,86
9288,audio,15
9291,imagenes,28
9293,imagenes,37
9294,video,66
9295,video,4
9296,spam,87
9299,video,49
9301,video,1
9303,audio,22
9305,spam,18
9307,imagenes,22
9309,imagenes,26
9312,imagenes,53
9314,spam,31
9315,imagenes,40
9319,audio,6
9320,video,54
9321,video,26
9324,audio,74
9327,imagenes,19
9330,video,22
9331,audio,54
9332,imagenes,59
9334,audio,74
9335,imagenes,59
9336,imagenes,57
9337,video,89
9338,video,54
9340,spam,67
9341,spam,25
9342,video,24
9345,imagenes,50
9347,video,67
9348,imagenes,48
9349,audio,25
9353,video,2
9354,audio,24
9357,imagenes,59
9360,spam,25
9362,audio,10
9363,audio,22
9364,video,90
9365,imagenes,58
9367,audio,33
9368,spam,24
9370,imagenes,76
9374,imagenes,39
9375,video,1
9376,spam,68
9380,video,16
9382,spam,88
9384,imagenes,46
