numero,fecha_dictamen
43604-53223-IB,2018-11-06
58548-73763-MI,2018-02-10
90472-98913-HB,2017-03-31
8051-7426-DH,2014-07-20
42450-70646-KN,2015-01-01
21175-91498-GH,2006-08-24
23017-57591-IA,1999-08-25
10064-93936-NH,2018-01-18
84032-36479-JI,2011-08-18
29597-27850-KN,1996-01-11
86533-28976-AJ,2008-07-13
55514-47775-GD,2017-10-31
61639-4253-GK,2019-03-23
60233-55579-DL,2018-12-13
8825-77135-FK,2018-05-01
56160-63914-LE,2010-04-25
72803-17661-BE,2018-01-28
13920-5860-DA,2019-01-26
45893-17598-EF,2018-05-15
79442-42791-AO,2015-12-27
66349-56707-ON,2019-05-23
22209-60448-BB,2019-01-11
38639-57349-HI,2009-01-12
85986-29041-NK,2016-06-16
71491-97675-EJ,2003-09-27
96786-4440-IK,2017-02-07
52384-35871-BN,2011-07-14
44965-94786-HG,2002-11-08
47634-13529-HO,2019-03-12
31786-80017-BB,2019-07-04
58249-23889-MK,2018-12-23
80923-74485-KB,2015-12-17
96004-16601-BA,2002-09-03
77396-84417-DO,2010-07-18
14677-81245-IK,2016-03-09
9749-18069-LI,2006-05-06
63426-97905-MB,2001-06-11
37406-55649-HO,2019-07-14
72959-60300-MK,1967-09-18
17187-99071-IB,2012-09-22
71574-35272-OG,2019-01-04
63175-86678-AN,2010-12-30
83078-38148-IO,2017-08-21
99596-6200-DG,2019-02-15
41897-44668-MM,2006-09-10
24183-18962-LB,2014-11-12
82355-77422-BB,2003-12-03
85696-86720-BB,2007-10-15
16607-74402-JI,2002-03-29
53723-5464-GJ,2018-01-11
68013-22692-LH,2017-09-27
18697-14491-NJ,1994-08-31
34644-17311-JB,2018-07-16
50077-51522-JO,2017-10-08
43405-39092-JI,2000-12-25
82425-99875-BA,2019-08-07
66227-47029-HD,1993-02-06
56396-57271-DB,2008-09-24
27851-21252-MH,2017-05-20
69262-64009-ND,2009-02-11
77264-49564-HO,2010-08-01
58998-4770-FB,2016-11-03
3229-89342-AB,1989-02-18
92368-6433-FL,1994-12-28
69004-8033-NB,2017-01-16
22142-91409-OG,1984-12-12
62199-42162-JK,2016-10-06
48155-88894-BE,2003-01-30
16071-9280-NN,2017-10-16
25816-12126-OO,2018-12-14
66610-24329-DK,1998-05-07
33447-6208-GB,2016-05-09
48487-22547-II,2019-05-23
11048-22447-GN,2009-08-21
30083-17410-HB,2019-01-18
64723-96249-OD,2019-08-27
15436-9084-NH,2006-11-25
67990-15273-JE,2018-06-10
40640-93941-FK,2006-09-01
52889-60265-DF,2011-03-15
89116-60439-LE,2015-05-16
35641-479-KE,2018-10-28
44462-90413-BB,2018-08-01
69917-59803-HD,2000-07-07
36603-83313-BK,2019-02-19
1497-84408-DI,2019-08-19
79949-31530-DJ,2019-01-06
91659-96695-FA,1963-12-12
15545-147-HB,2018-01-21
22943-94460-HB,2019-03-23
83772-53984-KO,2015-04-09
28146-63478-LH,2000-01-11
26516-98592-OD,2013-09-21
70192-96831-DE,2015-06-24
91936-18482-IM,2014-07-27
22884-25336-NL,2010-06-02
24168-32871-HD,2008-12-25
68470-34089-HH,2015-01-25
29139-69400-OF,2016-09-25
4984-16111-IO,2016-05-04
95565-61966-NB,2003-02-28
7414-51524-MN,2014-02-13
72777-74840-OB,2003-01-18
82838-83457-BK,2016-09-03
49819-58795-HN,1994-04-24
39436-17155-NB,2003-04-29
69836-39877-HH,2017-09-24
44042-6510-BB,2017-04-17
758-23749-OB,1983-08-27
15620-73200-LA,2013-01-15
48421-18731-JG,2018-06-18
45766-35690-GL,2016-10-21
42502-39057-NK,2019-08-26
21120-82393-ME,2011-09-01
63505-40683-IB,2019-08-20
9171-69855-JG,2015-04-09
52842-71192-DB,2016-03-05
81582-35377-HA,2019-06-05
18093-72764-IL,2017-09-08
69648-16156-AB,2004-04-16
91828-42783-KI,1994-10-04
98491-62502-JL,2015-08-19
67969-92897-BE,2018-01-09
30214-20357-IE,1994-07-12
12891-73589-FA,1996-09-17
85578-45658-LN,2011-06-29
15560-43674-KB,2009-07-30
34388-8643-HB,2019-05-16
99905-81278-GE,2015-08-30
42292-99166-FK,2018-01-08
81-80946-DA,2006-12-21
19950-47894-AO,2019-02-25
80012-92802-ND,2016-04-02
60031-32494-AB,2017-07-04
69921-84435-DG,1983-05-26
72722-57745-AG,1971-07-02
98822-42506-KL,2017-06-26
30137-5125-EF,2015-11-10
46252-47350-JH,2008-11-04
6602-55702-ME,2013-02-12
46380-27033-LJ,2013-06-19
1343-43390-MK,2016-02-18
12507-56937-BL,2019-02-25
75527-74292-DA,2018-04-30
28197-76895-FF,2010-08-22
74328-1271-FM,2019-08-21
17407-74713-NM,2019-08-24
67164-96370-OM,2015-12-30
67548-34072-ML,2002-09-24
94659-18689-NA,2016-03-06
27434-18132-AH,2011-03-11
54019-87887-EJ,2019-01-29
60882-20190-EM,2017-06-05
7340-49826-EO,2011-09-27
70424-21680-JM,2019-03-03
25314-30202-II,2019-07-05
48305-88179-AA,2009-04-25
75210-84364-IG,2007-11-21
87006-78043-BB,2019-06-09
15815-15822-LF,2003-07-14
70581-4856-EB,2018-05-14
17420-16641-DJ,2016-08-17
48961-94749-LD,2018-02-24
11078-46342-JJ,2012-11-07
92177-34170-KB,1986-08-18
58909-24108-DH,1999-05-14
16105-1538-IA,2016-07-13
16252-81345-LL,2007-04-05
12518-70315-HO,2003-05-16
8503-42625-NF,2018-07-31
63669-36500-EL,2012-12-31
91165-72464-BH,2013-02-11
18757-63061-KJ,2018-07-15
96965-28157-LF,2013-11-30
77570-22140-IA,2011-01-17
52155-69225-ON,2019-01-07
73101-25832-EJ,2006-11-22
62338-70833-AB,2018-06-16
34578-46375-KN,2018-07-23
80608-44959-OA,2019-05-03
11739-91051-FA,2005-01-27
41163-26365-KB,1980-08-01
28855-89077-BN,1983-05-29
14430-28806-DF,2009-12-16
81861-24275-IG,2019-07-21
61484-73833-LN,2001-03-17
83628-30122-BL,2018-06-19
13658-99670-OA,1997-03-18
491-59874-IE,2019-01-14
80098-27331-BA,2007-02-06
61860-38667-NM,1995-10-16
91448-49617-MG,2013-03-13
59592-94520-EB,2008-05-15
52577-74912-AM,2001-10-27
26732-14535-EO,2016-10-20
70886-13243-EH,2018-06-26
50584-32944-EO,2019-08-21
54251-35364-BF,2014-05-29
20555-57561-JF,2016-04-07
89637-22736-OO,2008-08-28
53031-37668-HA,2014-06-26
21915-14217-HD,2018-10-10
68164-98449-FJ,2007-11-11
36736-91596-ED,2014-02-02
29437-51973-LG,2017-12-22
21805-78164-OJ,2017-08-09
35792-35794-NE,2001-12-13
74790-54693-HA,2013-11-30
45886-16767-HD,1992-11-05
20046-633-MF,2019-04-15
63066-13106-GB,2006-06-21
11145-71173-JH,2017-11-25
18610-766-LI,2013-10-16
14310-60828-BB,2018-02-12
99552-62894-DA,1984-12-08
83927-19857-FB,2016-08-31
19157-64138-HB,2016-10-01
49676-98343-GG,2011-10-16
59335-90867-GA,2019-07-09
29391-93592-BM,2013-09-26
41849-67013-AA,2008-03-17
84622-20488-NI,2018-08-07
97315-23720-MD,2012-05-02
230-4599-ME,2015-08-24
52287-30700-AN,2013-02-11
20348-47589-KG,2014-07-22
4264-83856-LK,2018-11-12
66859-29055-ML,2013-07-02
36004-99222-OL,2004-12-11
19374-58800-MF,2015-12-13
12677-23616-FM,2013-01-30
55096-23599-DG,2016-03-18
20933-18789-LD,2008-04-17
56120-82981-OE,2016-07-27
2843-82181-GK,2019-05-08
73824-10840-FD,2019-04-03
88367-96137-KB,2019-04-22
72281-64431-JH,2019-05-04
62814-12220-IN,1969-05-02
62323-77147-OB,2018-07-07
84724-17570-GG,2015-08-22
2852-12679-IF,2016-06-12
92874-75727-KL,1971-10-15
11567-17895-IO,2018-11-03
20932-94081-EE,2018-09-01
10090-53619-EA,2017-10-21
41699-59334-DJ,2018-03-19
31711-64160-AL,2012-11-16
81530-38953-BN,2019-07-22
21550-52348-NJ,2099-09-01
78069-64638-KB,2014-01-11
55734-8810-ID,2018-02-07
66661-50475-OB,2015-01-16
797-1702-GH,2019-03-20
76127-54251-NG,2012-05-29
45040-69633-DA,2019-07-27
21960-5195-KB,1994-05-30
11558-42941-BK,1982-02-09
93080-87497-OH,2019-04-04
97477-39865-IK,2019-07-09
62303-87440-LN,2012-06-24
54179-34798-LN,2016-07-16
96715-44518-FL,2019-03-03
65580-28997-AL,2013-01-04
33506-3479-LL,2018-08-24
45871-50930-OO,1987-07-02
23762-96544-BL,2015-04-14
39516-44381-JO,2016-09-07
63364-41331-AG,2010-03-12
64733-81086-DF,2009-01-26
56909-78072-FD,2004-10-23
56911-92211-BH,2014-06-05
27466-46062-MM,1996-12-09
10036-32653-HM,2018-12-14
35840-75846-AM,2018-06-10
35645-7675-FA,1998-05-25
70307-1334-GE,2014-12-03
23982-13791-BF,1974-12-02
36236-79443-IB,2012-01-13
33442-54569-LE,2018-04-26
79729-29425-JM,1993-11-15
68722-79644-FB,2018-11-21
74321-74060-GA,1978-02-25
94818-53729-ID,2002-12-10
49110-56428-KK,2008-08-14
76055-66192-KI,2014-06-13
9513-27595-LI,2012-06-13
47667-81037-OM,2019-03-31
67662-58739-FI,2002-12-19
64677-81247-GN,2015-07-09
18897-76022-LJ,2019-06-05
10431-91562-FH,2018-02-23
92695-95071-BB,2019-06-10
77348-11133-LM,1991-04-30
62383-67537-BG,2004-12-11
56303-11536-LA,2017-08-20
83457-73597-FM,2019-03-24
59091-10058-AB,2017-07-23
57005-62305-DJ,2017-07-20
22419-14848-AJ,2001-12-07
58675-23191-BH,2013-07-10
75803-54756-KK,2001-10-27
20858-22692-LJ,2013-03-17
58507-82172-GA,2018-07-25
19532-42086-JB,2001-06-18
2464-85661-LI,2018-07-31
3759-42579-GL,2013-03-24
13652-49001-BA,2018-10-07
89346-40894-ND,2019-02-06
83-87216-BG,2016-10-30
89076-48255-BB,1993-08-24
96724-43607-JO,2012-11-22
35336-27934-LN,2010-09-07
33197-43777-FG,2099-08-09
60805-16971-NE,2018-08-02
3980-25604-JM,1997-09-05
62464-78257-KM,2019-08-17
91962-50280-IB,2012-11-29
60687-98963-HA,2015-06-05
85656-68023-AB,2019-07-26
32382-91677-AG,2019-01-23
98816-33854-MN,2019-01-22
4127-66436-AB,2019-04-05
48525-68532-EB,2019-08-08
19832-95997-DO,2017-09-27
3743-82463-JJ,2018-07-18
69034-75729-KN,2019-03-01
70260-30955-NN,1999-07-19
448-22548-BL,2014-07-06
38886-26178-LH,2018-04-21
60115-63226-GI,2013-02-13
27058-25864-BB,2014-10-29
64422-83323-NK,1992-09-03
89503-13824-HE,2015-09-12
15868-52879-OB,2010-09-12
72003-7530-MG,2015-08-12
14298-74088-EA,2016-05-01
96201-54353-HO,2016-01-27
77240-68027-BB,2019-05-29
46977-99862-FI,2017-10-22
20684-54243-EE,1970-07-15
70219-64803-II,2010-03-25
41528-53969-NE,2017-02-02
62561-33669-HD,2012-03-29
93496-65166-NL,1973-02-28
44302-50732-BE,1998-05-09
68887-95234-DA,2016-02-04
90429-89363-LI,2018-03-14
39367-93014-JG,2014-08-02
73607-38635-MD,2003-12-10
55110-32767-KD,1998-08-07
47099-55315-DN,2016-12-20
92125-18327-LN,2004-10-13
93697-86218-GL,2005-08-26
26365-72395-BF,2016-09-02
2518-68523-NA,1996-06-26
68702-81994-HA,2008-06-24
82903-44866-FB,2015-04-09
52587-16713-MI,2002-10-25
31913-17281-HE,2005-04-15
52154-16686-GE,2017-07-21
84726-73641-NN,1998-11-17
32745-65159-IG,1976-10-26
8080-62420-BB,2013-08-01
26752-17221-HK,2008-03-12
29871-26880-DK,2019-06-02
23663-2771-BI,2019-03-04
2796-17527-DI,2009-07-01
52747-2628-LK,2019-03-24
245-34609-IH,2004-05-06
66607-66374-DJ,1995-12-13
45739-57253-FD,2011-10-05
14731-23055-IJ,2005-02-17
72356-34304-HG,2017-02-26
55621-32967-HG,2018-06-08
16704-82426-ML,2013-10-16
46928-88445-HB,2018-12-04
30001-26739-IL,2009-11-23
6828-58872-GF,2012-02-21
16782-72608-KD,2006-08-07
20407-20599-HA,2016-12-16
28031-20194-DM,2019-08-25
44237-27508-KA,2015-10-13
1193-63424-OI,2019-06-15
55906-59267-BK,1993-10-10
32577-17760-JE,2017-03-21
76143-68186-GM,2018-08-17
10961-52539-LB,2003-07-14
3756-72276-OH,2014-05-27
46871-80523-BK,2012-07-17
82314-93114-MA,2018-05-13
91437-48271-BG,2014-07-28
7995-54090-OG,2017-03-06
9383-37869-BN,2018-10-08
70199-5942-DO,2019-08-18
47026-32029-HF,2002-07-21
63528-87942-IN,1986-03-13
37562-30694-BL,2017-11-14
36727-98195-MA,2019-04-29
88559-20935-BG,2015-08-19
44482-80307-NF,2010-09-01
34844-86590-BL,2014-08-24
14789-52347-OL,2001-05-13
69009-6410-MJ,2013-02-24
31768-60741-MA,2019-02-01
58406-76489-KI,2019-07-07
23751-17218-DF,2002-11-20
2853-53414-NF,2019-06-24
11552-46795-MJ,2012-10-01
6070-56067-MA,2002-10-17
89543-22933-AO,2018-05-03
4440-73549-ND,1991-11-05
19790-20097-OJ,2018-07-21
34913-48282-FH,1994-04-23
75174-65405-DO,2005-04-25
79265-28044-MO,2008-02-22
24329-56166-BH,2007-07-30
36818-89279-MG,1987-08-10
65306-9270-AN,2015-12-13
28333-15636-NJ,2019-07-17
60983-25402-EN,1991-03-06
15003-87123-KB,1990-11-24
2525-2181-BO,2019-08-27
80788-89893-JD,2018-11-30
89418-27583-GO,2007-04-06
22938-65504-NN,2009-01-17
70983-37506-FF,2017-11-09
89516-4764-LD,2012-08-13
86598-27289-BF,2010-12-03
5333-10073-HB,2017-02-11
65119-98279-AI,2018-09-19
74505-41747-NB,2007-02-03
53282-95543-EK,2009-06-10
96234-49350-BE,2017-11-22
18949-35184-HI,2018-02-25
48008-43114-KJ,2014-03-21
59733-93119-NE,2011-12-29
73539-7801-FM,2015-05-04
8636-76537-OB,2014-04-18
35365-50166-FD,2008-04-03
93061-99616-ME,2013-10-18
81108-40498-GH,2005-01-12
77827-10509-JA,2009-12-17
43976-27726-GD,2017-05-27
53114-97977-HB,2005-06-09
73738-79147-FB,2001-08-12
49844-59910-AK,2002-06-12
30407-87590-LJ,2019-06-17
98315-67604-IE,2014-08-10
27806-74755-II,2018-07-21
24547-68617-OK,2012-01-08
36954-39335-JF,2013-11-15
55158-46493-GB,1987-02-12
11054-22452-NI,2004-01-22
91913-1804-BH,1992-05-04
33750-30382-NG,2018-10-25
57721-31680-GA,1979-03-02
66754-55523-AE,2019-07-18
29680-48463-KM,2010-12-30
86468-54712-JI,2001-09-27
56876-97095-GJ,2015-05-02
1619-79174-HN,2019-04-26
63878-37072-JB,1990-02-14
10935-14410-HB,1998-11-28
76598-92259-FO,2014-04-04
98172-12727-KJ,2013-01-25
85358-3042-LL,2014-05-27
76577-68437-GM,2019-08-25
66981-49697-JO,2015-05-06
81703-78969-HA,2006-01-15
74859-81161-LE,1997-03-01
86330-73095-DF,1967-11-25
24457-54979-BB,2018-07-23
70197-61564-AO,2013-04-08
73531-47377-IA,1993-04-13
80058-35034-MH,2019-07-10
96211-19368-FG,1998-01-18
45211-77605-LA,2019-07-27
34768-83398-NG,2002-07-17
18269-94524-AB,2018-05-06
46885-39501-KB,2012-04-17
81409-32248-GD,2015-05-16
60615-97908-GJ,1988-06-03
92225-59406-KN,2015-06-26
42632-6607-KD,2014-04-02
41299-89793-NF,2018-10-30
4565-87086-LI,2018-10-22
85771-66683-BD,2008-08-26
24144-30350-HI,2018-04-30
68175-78261-FB,2002-08-28
97891-23921-LH,2019-01-02
93793-25373-FH,2018-05-11
504-30289-FO,2018-12-26
88254-69598-LB,2007-12-18
26698-1753-OO,2010-08-23
13986-59657-JO,2015-02-14
70573-62641-AL,2009-03-24
56465-33055-OB,2018-05-01
69093-49461-HI,2007-09-24
870-17371-NF,1988-01-01
8174-46351-JJ,2015-05-24
89695-36201-FI,2015-07-02
34880-77401-LB,2011-05-30
52300-36925-MH,2007-11-18
53166-51092-NF,1996-07-06
73018-5003-OH,2007-01-30
68564-53135-JO,2003-02-01
64696-62173-DH,2012-11-24
26841-84927-BB,2019-05-14
22649-92387-HI,1996-09-03
48265-83164-NB,2018-10-28
66292-94481-HL,2018-09-24
84425-76261-BJ,2016-06-24
34045-86851-LF,2005-09-18
93163-25603-BK,2010-08-29
96750-78433-IE,2007-06-15
55325-93256-BI,1964-03-13
36667-80963-FA,2019-03-21
62271-40696-JM,2011-07-04
94083-95275-IB,2001-11-14
57728-97606-BL,2015-09-15
7300-33312-MH,1996-09-26
91086-93604-BL,2016-03-05
63928-50919-LE,2017-07-30
57661-589-NB,2019-07-05
11103-33450-OH,1981-06-14
36860-52730-OA,2003-02-10
37048-91161-MB,2016-12-17
3365-3639-BH,2004-02-28
73529-67924-MK,2012-05-30
43431-91593-OJ,2005-07-03
99343-51612-GK,2014-12-31
90512-47204-BD,2014-11-24
20465-48659-BI,1959-04-15
78746-79337-FG,2018-04-14
68890-33593-NJ,1992-08-09
63621-26698-OD,1966-09-22
7082-22701-ML,2016-10-01
24699-47799-IA,2017-12-24
90191-82178-KM,2019-08-12
1611-41078-LK,2010-03-10
82623-18345-AH,2015-05-01
82359-87375-BL,2017-11-20
52248-40269-OD,2018-03-30
85072-82075-BG,2010-04-23
71224-72939-GK,1973-09-17
62050-41097-DA,2000-06-13
45552-52588-NF,2015-06-19
95489-14334-DG,2015-05-16
48493-70539-AA,2019-08-17
48307-39177-GD,2019-06-18
90359-98865-JM,2015-06-01
21303-73165-GD,2009-06-28
75619-27528-BK,2011-12-10
43563-7615-GM,2019-06-14
32029-1899-EF,2018-02-08
29739-81761-BG,1995-09-14
92093-45834-EM,2012-09-30
7127-68627-EM,2019-05-06
39066-15343-ML,2019-06-12
62545-89788-LN,2007-05-31
57858-45281-MH,2018-11-12
99990-40592-EA,2018-04-07
97181-65587-JM,1995-02-14
17109-54091-NG,2018-12-05
96759-83781-FJ,2012-04-22
81386-35203-BO,2016-09-12
29567-4516-IG,2006-05-09
7304-17452-IL,2017-09-24
452-5198-FJ,2009-07-14
84262-55404-BM,2019-02-16
15847-18757-DO,2002-12-28
81037-38681-MO,2018-12-11
21359-84197-KE,2003-10-28
87490-38499-DM,1978-06-22
2589-2234-JM,2011-01-27
82671-96898-KB,2014-08-19
49316-94034-JO,1982-11-25
48523-77424-HA,2019-07-28
77013-71764-AK,2017-11-29
52442-24058-IB,2006-09-06
50431-65854-BK,2017-11-04
88749-28274-JE,2013-08-26
87926-37946-BO,2019-07-14
93265-48542-DB,2011-04-12
37054-82253-BD,2019-08-10
11568-26626-AM,2014-11-02
35167-84173-AK,2018-01-15
18760-72968-NA,2014-01-08
30894-6575-BM,2004-02-17
9442-29556-BH,2019-03-20
46721-8592-FD,1986-03-14
17181-49641-NO,2014-02-03
69738-34470-OH,2012-11-15
21467-790-GF,2001-06-20
7964-26074-JH,2006-08-21
74240-65459-DB,2009-01-18
2550-97469-HO,2018-10-25
13420-89350-BB,2019-07-15
66860-99942-II,2007-02-28
70696-77849-EA,1993-03-09
91317-76129-DB,2004-02-18
20439-73647-BF,2004-08-18
21181-31663-OF,2012-08-02
92788-38980-LG,2017-01-11
77563-73838-NO,2018-04-08
95937-542-BA,2018-08-30
68801-20970-OD,2019-08-02
88253-92770-OE,2019-03-20
39969-42302-FM,2019-08-03
55859-85291-ML,2019-04-29
48241-956-MM,2018-12-24
95827-43679-GH,2019-02-18
87983-40711-EE,1991-08-30
31801-16267-GE,2018-04-11
89305-95152-EL,2018-05-16
63884-93362-ND,2001-03-31
59412-28723-GO,2017-02-23
59494-35096-JM,2015-07-13
42877-10371-HK,2017-01-26
80470-16083-HI,2019-05-27
63868-73154-GA,2013-12-18
50412-8815-OD,2019-01-24
11671-99228-IG,2007-01-30
72793-81386-JB,2019-08-20
12870-96428-HB,2017-09-11
5984-25772-JM,2017-11-11
37433-19650-HJ,1993-07-06
22980-18934-BI,2004-06-04
90410-43078-JB,2018-12-05
10933-95290-GA,1993-08-26
34668-68920-DN,2001-11-28
33629-28539-HB,2018-10-28
83932-26556-HA,2017-06-05
66563-7183-BB,2018-10-02
82814-13190-LB,2012-06-04
22434-40647-NK,2018-02-06
49296-46441-MM,2009-10-17
286-79064-IL,2011-06-07
1585-13205-IL,2012-12-04
7412-47868-HB,2005-12-18
60166-13161-OB,2019-01-29
16631-88814-BN,2013-07-09
67018-45266-IM,2008-01-10
1048-48739-NE,2016-06-10
37913-50583-IN,2015-04-12
25392-1551-LH,2017-07-12
64702-72425-IK,2017-03-28
22323-32452-LG,2017-12-13
34275-79416-OF,2019-01-26
70285-4151-FA,2005-08-16
61512-48472-BB,2017-10-29
44719-79842-GN,2012-06-03
16266-59044-OJ,1996-03-28
34232-94005-DM,2011-08-24
19586-8247-LB,2017-02-03
95737-24110-AH,2018-10-15
16033-6910-GF,1974-11-12
3293-78264-BK,1988-08-23
40317-5051-JF,2014-11-11
75412-95652-BJ,2007-11-26
60579-51036-EB,2010-09-01
20103-57774-HO,2019-07-10
40398-15922-BG,2016-11-17
9691-61419-KB,2014-01-07
68924-76152-IF,2017-08-15
70051-206-EB,2007-09-11
79411-27124-OI,2001-07-25
20726-94748-LB,2099-03-03
3507-84678-LJ,2014-08-03
79397-45589-BF,1986-10-09
94532-77586-MB,2019-07-02
9080-58532-EF,2005-11-16
45820-69891-NL,2001-06-03
25082-14833-JJ,2010-11-03
21311-15959-MD,2018-09-06
62930-10399-OJ,2016-02-27
36906-94032-BA,2009-05-27
75816-35622-BH,2019-01-18
32294-35938-DL,2019-07-31
43245-17142-LN,2009-03-27
61809-87672-MG,2013-09-29
46390-59216-GK,1991-07-31
10859-64434-KD,2019-05-09
81438-34495-FN,2016-02-18
51715-35044-BO,2003-09-11
44739-47686-ME,2005-03-12
35961-77710-FD,2012-10-28
21610-73353-GM,2017-05-07
79400-91348-KM,2014-10-05
33482-57307-IJ,2006-11-30
31932-46719-JH,2015-09-02
77454-31371-BG,2007-12-19
47277-17216-OM,1985-03-13
68466-46475-JD,2019-07-28
19870-40425-GJ,2018-08-09
4595-5250-BK,1999-09-23
88478-16270-NB,2010-08-01
32030-16046-OL,2002-12-27
10179-74899-JI,2002-05-27
43682-5946-EO,2019-08-16
84700-62485-GN,1991-12-24
94894-71783-JJ,2016-12-04
19051-94655-AI,2019-08-20
93141-52716-BL,2018-07-08
3293-93548-HB,2009-04-14
99026-45397-KE,2019-02-19
98558-38430-GG,1992-11-10
49214-8422-DI,2003-02-26
82710-7915-EE,1996-08-10
71827-63711-JB,2019-05-16
15030-65591-LJ,2011-05-15
50741-47697-AA,2019-05-25
21279-88961-DB,2011-11-16
12123-76819-BO,2012-03-19
22726-57066-LH,2013-01-22
20480-86966-JB,2017-11-02
55055-71584-GO,2017-10-12
16205-93563-GH,2011-06-16
14142-361-ED,2012-06-13
95596-82743-IJ,2019-08-24
3774-70034-GO,2008-04-04
12274-32921-DJ,2019-05-27
74102-5364-IH,1997-10-22
20630-65944-JO,2016-07-17
54698-92441-LN,2011-03-19
43424-38612-EN,2018-02-18
95761-66994-BI,1993-12-30
20779-23806-BM,2017-05-24
35641-13410-MH,2010-10-06
89766-44542-EB,2017-09-30
92242-50141-ML,2012-04-21
66786-42841-HJ,2019-07-23
23420-67751-OH,2016-01-17
52449-40764-OA,2014-01-30
51394-62922-BJ,2013-08-20
23264-64892-FI,2010-01-29
49501-52169-LH,2014-11-07
1118-27761-GB,2012-08-11
71301-77783-OD,2018-09-14
95751-20907-LJ,2016-04-23
75303-31802-GB,1992-10-14
8454-25998-EO,2018-03-01
28713-73785-AL,2001-03-21
60974-4008-EO,2006-01-16
62304-71470-BJ,2019-02-20
83689-71600-LB,2015-11-28
83159-82508-EK,2015-07-01
95423-61450-OB,2017-01-20
79744-62458-BK,2019-06-13
16586-14308-BD,2019-01-22
36427-3911-HN,2015-08-31
88066-96059-OH,2002-06-05
29670-23576-AL,2004-02-28
14405-65117-OL,2019-03-19
84424-16549-JK,2019-06-15
33783-24655-HB,1991-10-23
76102-41710-DM,2019-03-11
53888-48177-KJ,2011-04-30
52634-23729-LO,2018-11-23
20976-94794-EI,2018-08-08
31356-4248-AN,2006-05-10
36084-37285-LB,2004-11-27
66812-52097-AF,1984-04-10
72680-11849-HG,2018-01-11
11560-42253-GL,2012-08-08
90985-80613-KD,2018-08-30
799-16711-FE,2007-07-30
48089-72955-AB,2018-07-26
38552-37769-MD,2016-09-16
61052-45260-LK,2019-08-01
26415-71797-ND,2013-05-12
13414-3491-JB,2008-09-29
71440-48059-EA,2006-03-02
84654-99423-JB,2018-10-30
97975-80756-EM,2001-11-10
14646-6332-NB,2013-12-11
62040-86279-BB,2015-03-30
71462-83907-DD,2018-11-20
21303-41599-DA,2015-11-14
29807-37243-GD,2019-05-20
648-74741-BN,2015-04-03
39151-86352-HG,1997-10-28
88200-8121-GB,2019-02-10
64179-43006-NA,1994-03-26
88147-97320-IM,1997-08-11
54751-24275-JB,2017-03-06
1043-25441-BG,2012-12-25
7672-93272-JJ,2018-02-03
98388-58421-HD,1979-09-06
67627-57505-JM,2019-06-21
77022-35892-BB,1988-08-07
56955-43739-BN,2012-03-26
48404-27306-HH,2011-03-01
79063-35203-BK,2012-06-12
85008-71653-HI,2003-11-05
13783-29126-AB,1998-03-11
90789-24237-MN,1998-12-08
6350-80923-BG,2017-10-26
7920-47491-GE,2018-04-28
87804-58886-BE,2003-03-20
75290-37845-FM,2016-07-12
93678-24642-MM,2009-11-27
5180-16018-GM,2018-12-15
94072-11091-AE,2008-11-04
53186-84832-OK,2006-07-15
47021-60767-KK,1996-08-08
62445-97142-EK,2016-02-10
37937-58698-LI,2014-07-27
77004-76434-KE,1979-07-25
96365-33041-JE,1996-07-13
60030-70781-LG,2016-10-01
57163-87101-JG,2014-06-20
74349-66597-JH,2019-07-18
22003-64993-BM,2019-03-23
81941-1914-BD,2006-03-31
11444-86263-OL,2003-10-08
90623-14203-EO,2018-11-19
51040-5298-EI,2018-01-18
39525-37423-JH,2013-01-29
96726-69050-EI,1994-09-14
64721-51573-EJ,2018-07-02
50805-33649-FE,2015-04-11
88758-70405-LG,2018-12-14
27214-17868-MM,2016-01-04
28953-19705-KK,2013-05-13
64555-15686-GH,2011-02-09
72294-83547-FA,2018-05-03
18414-29923-HO,2014-05-29
33833-75073-NN,2018-04-16
44130-83612-LD,2012-01-28
55898-2990-BE,2019-05-06
10813-13936-GM,2019-03-10
74155-29602-AA,2010-10-27
33580-87859-HO,2016-08-27
43746-91616-MK,1985-07-31
74145-76862-MK,2018-06-25
26619-68604-LO,2016-04-16
79574-89047-BJ,2012-10-13
74169-59124-ML,2018-07-24
795-19707-DE,2014-01-07
9815-71941-BD,2018-05-23
35432-59023-JF,2010-09-26
24528-79094-NN,2014-08-06
52638-52770-FN,2009-06-10
13780-28684-BL,2019-01-11
76062-55930-NN,2016-06-29
71410-17633-JF,1994-02-06
27075-2911-HH,2019-02-21
16142-86955-NK,2011-10-22
17580-42849-JI,2019-01-31
7311-13479-JM,2014-11-23
36163-85510-JE,2019-08-28
92704-11915-EB,2004-11-11
75249-85087-DH,2018-11-24
65624-4360-ML,2017-04-06
86956-48679-AB,2017-01-28
72662-71843-JM,2010-11-18
77674-21477-BE,2010-06-03
75893-42173-EG,1996-12-03
98515-3888-BG,2016-09-26
57451-35001-OB,2019-08-24
36890-31495-BI,1995-11-15
29210-21795-GB,2018-08-27
13415-68014-EJ,2016-01-15
69901-69176-FO,2018-02-26
20203-99953-II,2017-11-07
50583-83782-FM,2013-06-03
8835-22448-IK,1994-09-25
74845-73301-KH,2003-03-25
62386-8171-HA,2018-01-02
9186-7315-JG,2017-03-15
