numero,fecha_dictamen
16077-71921-EA,1975-04-13
82732-11167-BG,2018-06-19
87298-23013-FJ,2019-07-26
93712-64962-LI,2011-02-15
94211-88371-OI,2014-04-11
29976-98594-JB,2016-06-09
46305-52873-BN,2014-11-14
37707-26691-NB,2017-07-23
28500-35706-DM,2015-11-02
87298-84123-FA,2019-03-17
13150-63557-BG,2017-04-18
43435-13760-FO,2011-12-07
72484-65656-HL,2001-12-25
90243-59538-IB,1990-02-20
31424-55787-MO,2001-02-20
50580-43014-IN,2017-04-06
85576-3070-EK,2002-03-02
1604-11929-IN,1984-12-30
90577-11514-IF,1976-02-01
36296-16155-BM,2018-07-17
25396-52363-AD,2019-08-15
45548-84411-DI,2017-12-01
4313-36498-HI,2019-08-10
95908-39717-NI,2018-09-27
83632-1485-AM,2019-06-17
72685-59565-AN,2017-01-22
48838-74192-FK,1998-06-03
54331-61733-LM,2011-11-26
26127-8251-FL,2018-05-19
21681-20553-HD,2018-03-13
40132-19201-GB,2019-07-09
53929-30932-BB,1993-01-13
50989-27452-KH,2017-04-15
45839-94668-MB,2019-08-25
76721-37007-AO,2014-11-09
64194-75697-LH,2019-08-17
81905-226-BA,2011-03-08
34046-79452-EJ,2015-11-08
92718-88595-DA,2019-06-21
80299-63321-BJ,2019-07-29
80385-68704-NO,2012-09-01
28635-74380-GB,2017-10-16
74625-80271-AN,2018-02-18
83098-45548-LA,2003-05-20
53459-10441-HL,2011-08-02
37038-95577-JA,2016-12-11
49675-34280-HA,2010-01-02
27661-60727-AD,2017-07-12
69868-64264-KB,2015-04-26
99934-4881-EK,2017-10-03
22780-20734-NI,2018-11-01
70216-884-HB,1993-05-08
28707-67360-EB,1995-09-04
52103-65450-HL,1977-11-21
74938-21035-DM,2015-02-11
77512-44369-KO,2018-06-24
57774-9305-HK,2015-04-18
93152-51403-GG,2018-05-22
6421-80778-MA,2012-08-14
47082-452-AK,2016-10-04
97755-39706-NB,2013-10-09
43411-21344-JD,2019-05-13
77923-85633-BM,2001-07-28
54717-55112-AG,2013-01-13
1329-67058-OO,2013-07-28
7157-6206-EB,2013-05-04
11160-54778-GM,1992-05-16
62340-18074-OA,1986-11-14
94105-90665-GB,2018-08-31
54980-19969-EH,2009-02-12
65143-74622-FH,1994-10-09
75119-11588-KG,2016-03-20
62990-69892-OH,2018-12-22
34586-57909-BI,1995-11-23
61427-65192-NN,1999-08-31
12765-1769-IG,2019-01-21
93444-71158-LL,1998-03-12
79733-86380-HD,1998-12-22
98037-64804-BB,2012-02-09
27708-87934-EJ,2014-12-21
66604-30315-AF,1993-09-13
59169-30294-HI,1987-08-01
1625-75828-FF,2018-07-22
709-61851-KB,2019-01-30
6489-8519-MI,2014-08-16
56105-15848-BI,2008-12-17
8935-48476-NL,2015-12-04
64664-56926-MA,2016-02-11
622-40904-BE,2017-08-05
90957-14541-KE,2012-03-01
46163-23437-DB,2004-02-21
63018-32564-LN,2014-05-19
63305-79542-LM,2011-08-20
50856-30819-BO,2018-10-16
44584-31156-JB,2019-07-07
49180-2988-JD,2099-08-07
96579-51862-JK,2009-08-31
6089-80871-LN,2019-01-18
93547-44421-DE,2008-05-10
75752-29635-KD,2016-08-06
71752-4115-OB,2018-08-17
79841-68927-FA,2011-05-17
10054-58896-GB,2019-03-04
92038-20702-LK,2003-02-12
91705-84305-HO,2000-11-02
98523-74895-BL,1990-02-09
5320-24989-KK,2019-08-25
53663-95102-AO,2000-01-09
85682-58743-FF,1992-08-14
37190-21530-EM,2005-05-15
59773-20329-LB,1989-07-07
13567-83468-JN,2009-05-13
26678-94816-AO,2018-04-30
36821-80528-EG,1973-01-24
97531-28880-JB,2006-07-18
90200-76995-KE,2014-05-16
77424-13695-BG,2011-07-29
79163-50768-MM,2018-03-02
33680-42108-GL,2000-01-13
81259-65879-EJ,2019-07-26
4453-20908-DD,2017-07-18
24610-86931-AI,1982-05-01
52217-78801-BA,2015-03-20
69087-11886-EI,2018-01-14
55022-98823-BN,2014-06-01
51027-2839-JJ,2015-10-06
97620-87806-JF,1999-03-17
63179-76468-DD,2012-04-05
53046-89007-HB,2019-08-01
60798-20078-GI,2018-06-19
59573-88851-NB,2018-03-27
43881-25303-HB,1994-06-21
2161-99836-BI,2012-09-29
69813-80713-LM,2013-08-16
99454-67893-OB,2015-01-26
30668-1078-BB,2019-05-14
18359-85118-HM,2018-01-24
63973-63432-GE,2016-10-05
23634-83437-FO,2018-04-02
13168-21352-LN,2017-12-12
13196-54653-BI,1976-06-15
25827-53978-LB,2009-09-03
36797-5288-KI,1983-08-30
9092-63151-IH,2011-05-01
8464-48163-FO,2013-08-15
97410-70770-ML,2019-01-26
17672-52704-BB,2018-09-30
10959-73025-JK,2001-05-16
12908-7337-JF,2018-05-11
66332-45982-LG,1996-05-18
43440-11172-NI,2010-01-06
92639-48577-NB,2006-10-23
86126-23204-NB,1989-06-05
6277-7932-JN,2019-05-02
90020-95197-EK,2019-01-04
58395-5717-GB,2017-09-29
50924-53180-FO,2019-06-28
1261-35354-HK,2003-07-23
18287-84027-JL,2011-08-31
38634-33671-IK,2018-08-31
88625-38906-KN,1988-04-24
13226-82430-MA,2010-02-11
33510-73068-DG,2019-07-01
7367-75752-JI,2010-12-08
23988-39286-IM,2002-06-25
98843-1320-KF,2018-03-10
83956-61964-FJ,2011-09-08
51478-13800-JD,2008-11-06
72075-67028-BG,2016-07-26
75156-78395-JB,2019-02-12
10938-47579-IK,1995-04-16
12119-24191-BD,2018-01-10
52882-93946-DB,2012-10-21
27002-34874-LB,2010-05-03
57986-94264-NK,2015-05-13
47517-40455-KE,1999-02-20
18901-29571-KH,2012-01-30
21192-85808-AA,2019-02-03
45792-32750-KH,2018-11-09
29124-82383-OG,2002-10-15
15666-6006-LF,2015-03-20
38548-32315-AO,2001-02-12
41663-28849-OO,2018-01-13
94316-39808-DI,2017-06-20
50652-41546-HB,1998-04-14
20435-35921-KD,2003-03-20
75894-75777-HF,2008-06-14
19184-22894-AK,2010-09-19
14036-52295-HB,2000-02-29
23038-17426-BO,2006-01-13
34660-8431-MD,1990-06-15
46697-59668-IB,2006-09-11
32253-63258-HD,2007-09-15
27710-13933-KI,2006-11-29
58508-59919-HN,2008-02-26
54671-89605-JF,2015-06-29
73367-23350-IJ,2014-10-02
76316-65725-EB,2013-06-07
51222-40795-JK,1978-06-22
2892-28427-ID,2006-03-03
73044-16103-EK,2002-01-01
93588-70324-OH,2003-06-11
16156-1439-DI,2015-08-19
6947-2785-BO,2013-12-11
90888-46065-DH,2013-11-28
47597-67312-IN,2011-12-28
9936-46548-NA,2019-01-24
11630-69212-AI,2005-06-02
85238-7259-JL,2017-03-28
73999-91479-GF,2018-05-29
86578-25622-DD,2019-08-16
24272-65348-DO,2019-02-15
17656-68928-FE,2018-01-28
33865-61968-JF,2000-02-25
51972-10660-OG,2014-07-29
4527-79975-GB,2001-01-09
15038-28907-MD,2014-08-09
11466-17529-AB,2017-02-24
7199-5805-BJ,1990-06-03
54134-10960-OM,2005-10-29
9133-31452-JI,1994-02-26
60432-97106-ND,1970-06-12
12843-60344-DB,2005-01-01
33702-75133-BM,2012-12-16
2199-15163-BO,2010-12-26
30714-43106-GA,2019-07-05
38250-53124-BB,2014-07-21
15395-35177-BG,2016-05-23
15736-6516-GL,2099-04-02
337-24351-AJ,1990-05-06
20457-89586-EN,2007-12-23
94361-79343-EF,1987-03-13
44475-94009-OM,1999-12-17
14066-6070-KE,2012-09-29
62217-33108-KI,1996-01-22
16264-89112-BL,2015-02-15
53680-92624-LG,2019-08-27
66511-59925-LA,2014-02-10
87863-75672-BA,2018-02-22
51081-28110-HO,2013-04-29
49509-83534-HD,2014-05-01
23801-8428-FN,2017-04-14
79600-73724-ME,2004-03-25
19415-46394-HN,2007-06-27
49846-34646-BA,2014-12-08
6244-81348-JK,1987-11-17
70855-8810-LE,2003-05-12
49619-70710-DH,2019-07-15
42472-94749-BH,2005-12-29
66721-45163-HH,2011-10-06
73655-35945-IE,2005-06-22
45753-42568-MF,2015-05-06
17338-70848-IK,2000-10-20
2100-90465-MH,2013-09-18
31551-39857-BI,1997-11-26
69590-19062-ME,2019-08-25
38114-57227-BI,2008-02-11
86140-13660-OE,2017-01-14
18927-33205-LL,2005-11-11
39312-80679-BB,2013-01-12
29380-18770-DJ,2018-06-18
28706-60284-EJ,2001-04-22
68590-49190-JI,2003-01-11
89531-86676-NG,2019-08-18
28403-90300-HO,1996-07-19
63894-30258-AJ,2017-08-22
71993-13713-AM,2017-09-26
44177-94847-KI,1985-09-05
29919-93052-KI,2019-07-27
47025-49765-GJ,2010-09-18
29536-45936-HK,2015-10-02
83680-76767-AB,2019-06-27
70314-78824-GD,2015-04-16
32399-90020-DJ,2013-11-04
15396-16996-MN,2012-01-18
32229-79035-KN,1986-10-12
41536-46764-FF,2015-06-10
4832-30435-BA,2019-08-24
66830-94814-DA,1999-03-21
97961-96901-GG,2013-10-21
18629-52977-EE,2019-01-04
58166-37115-JL,1973-11-27
8565-39289-FO,2010-05-13
22550-65485-KM,2017-11-18
89560-52690-JO,2007-10-12
89154-69320-BN,2019-06-17
59520-39148-EB,2014-03-29
52505-1612-KM,2019-08-19
79698-6610-HD,2004-12-10
60299-82712-KK,2012-06-11
85371-71602-HA,2015-07-20
44132-21677-MA,2018-03-12
32220-23883-AB,2018-09-24
66601-24852-BB,2014-11-29
78630-54171-FE,2010-04-13
53045-5115-OH,2014-11-21
27662-21634-AH,2008-11-03
56091-83814-BJ,2018-10-06
70817-15667-KB,2018-12-22
73598-17937-EM,2005-05-14
60451-72084-JJ,2007-12-03
65056-10629-IG,2015-10-25
62660-20374-HK,2009-11-19
68134-39921-DB,2007-04-19
615-32387-FI,1995-10-23
4626-9950-MM,2011-02-20
18109-81740-EK,2019-02-23
93277-50309-JK,2013-07-27
48170-75210-FI,2004-09-29
13785-13705-LO,1986-06-12
99681-18097-HF,2019-07-20
43784-53410-LH,2015-12-18
98429-8190-MK,2011-04-17
95195-15365-LB,2016-06-30
45092-16991-FB,2019-04-29
13135-15752-IB,2000-07-26
8751-36705-OG,2019-05-16
51596-10795-GF,2013-03-25
92837-14515-LL,2018-11-24
14076-59331-DD,1992-03-14
78948-13133-ME,2017-12-13
31576-58850-BN,2010-01-19
96739-9584-KF,2019-03-27
36853-89048-HH,2008-02-11
10673-52004-OH,2010-01-05
30883-79993-KJ,2002-07-10
60148-60828-GD,2012-06-30
77381-97679-GL,1996-06-09
53636-72920-OG,2000-06-22
283-85344-DL,2015-04-26
45803-82015-AO,2019-08-07
33521-20521-BH,2016-02-07
62741-61113-AN,2011-07-23
42291-16882-BH,2004-02-18
91156-64501-OJ,2019-03-18
27519-3228-MH,2010-09-18
30439-12284-GM,1992-02-06
61346-5141-MJ,2001-02-09
46338-92609-OB,2016-08-25
12683-35950-DG,1971-11-15
7034-79458-LN,1987-10-06
3326-80578-FB,2005-01-23
66891-92200-ND,2018-03-11
18117-42860-GD,2012-04-09
18677-19398-EM,2018-07-27
12211-86782-NJ,1997-06-01
30442-86008-BI,2019-08-30
13910-72725-NM,2019-08-08
30094-64710-HF,2019-03-14
47872-10549-GJ,2018-07-26
95378-24694-ML,1993-07-10
20466-79352-BN,2011-10-03
76246-74719-BD,2009-07-18
20217-65466-MB,2019-08-12
84410-9326-ID,2015-12-30
80738-86928-IA,1983-01-20
20328-47130-EA,1999-10-25
9819-89841-JI,2007-11-22
49454-75652-IM,2013-08-21
7677-49386-GE,2012-02-23
12060-9338-DD,2007-11-27
41912-16245-EN,2000-06-02
65779-34913-NG,2011-07-03
81644-19484-LD,2017-08-14
14301-54452-EA,2018-11-11
69531-68306-NG,2016-09-26
93992-31007-KA,2004-08-16
92493-12944-EL,2010-06-16
7604-72608-OK,2018-03-15
52162-89321-EB,2017-04-07
98817-92193-BL,2005-08-07
59074-34971-IE,2018-06-23
96064-23140-BL,2017-07-24
98566-97697-KN,2019-02-23
14297-33278-BE,2018-12-18
57404-57085-FG,2017-10-30
51775-96696-KF,2016-04-17
70892-82137-BB,2017-07-09
1379-4851-NK,2017-05-30
53704-16168-EI,2004-02-05
91028-71356-HK,2018-11-12
72879-92696-HB,2009-06-28
43938-34467-NK,2019-08-30
74049-67257-FB,1989-07-22
97976-25580-MG,2016-01-05
68731-24716-BK,2018-08-24
50868-83120-BA,2019-01-03
57629-30515-HB,1996-10-17
67062-11196-OM,1990-12-14
54386-1623-KI,2019-08-03
89310-96730-JB,2019-01-18
77222-80454-GO,2017-02-18
90090-49504-EI,2003-07-09
45846-9801-JF,2018-08-02
34466-42842-BL,2017-04-28
69219-92812-OL,2018-10-21
7935-30747-IJ,2013-12-06
93002-34583-BL,2019-08-02
90028-93772-FB,2010-10-20
72128-1710-NN,2011-08-02
646-88587-EO,2010-08-25
94101-89732-KK,2014-08-28
41019-97677-MH,2018-01-08
41434-88306-BK,1995-09-02
57540-23074-AG,2018-08-05
96079-5235-GK,2015-10-14
56039-62481-JG,2008-04-02
66487-99093-MH,2014-09-16
74206-61027-KL,2016-10-25
57574-88018-DL,1990-07-30
12086-76534-LH,2013-05-14
99986-60657-DB,2017-03-05
52465-4326-NJ,1983-05-29
10984-62422-JB,1998-03-25
75174-99762-BB,1976-12-01
61107-96447-GN,2018-03-07
37366-80901-LG,2012-11-07
15685-19470-BJ,2011-08-02
38760-46274-HD,2008-10-10
38398-47890-HH,2000-04-25
55611-99782-DF,2003-09-09
20322-81528-AK,2018-10-08
35048-90696-GI,1987-09-14
27291-75368-KB,2008-06-09
12014-57143-OJ,2019-06-21
87829-59620-HA,1983-09-13
21526-23673-BE,2014-11-01
32403-57073-FE,2016-08-30
45063-98648-OE,2014-02-11
64352-64301-GO,2019-05-20
20636-76889-FK,2015-08-04
3782-89379-JO,2016-05-30
56207-23133-EM,2012-08-19
34961-44842-FI,2018-04-27
69772-54391-GI,2012-05-22
32458-20255-BF,2019-03-31
75478-14196-HB,2012-03-16
94360-92785-LB,2013-11-23
15509-98151-NM,2019-05-29
89446-7999-BF,2014-04-17
5081-96915-EO,1993-10-10
37924-60412-BA,2019-02-27
52534-49987-LE,2099-03-05
89489-12083-BL,2008-12-10
44531-67116-IO,2012-03-24
4537-48532-OF,2016-08-19
44265-51974-KB,2007-10-27
52872-62642-FM,2018-04-24
6126-17725-LB,2019-03-10
74802-26168-FI,2016-10-23
88874-44046-BM,2018-09-14
81980-29234-GO,2018-12-21
78733-50054-NK,2000-07-26
82868-37592-NN,2012-10-28
52133-13999-BA,2015-04-06
29428-90893-MH,1988-02-29
50470-25844-AG,2016-10-13
83131-97804-EM,1992-03-08
30679-10370-GD,1980-02-28
33887-77151-LK,2017-05-31
31040-67055-HJ,2018-07-09
99227-46384-II,2017-08-02
83431-25472-EI,2011-07-07
41273-42132-EB,2015-01-17
93954-13604-AK,1994-01-26
85859-8649-JJ,2018-04-01
98426-73957-IN,2019-05-25
98007-48147-KB,2019-07-23
79102-36400-DB,2016-06-28
86273-93450-KA,2012-01-29
30238-69070-EI,2019-03-31
49378-19640-JD,2018-09-10
82716-48357-AD,2019-08-30
94993-53380-JN,2012-02-15
33126-15865-BO,2019-08-01
36873-77174-HI,2013-04-05
18435-53220-AB,2009-02-13
70534-100-ND,2019-08-30
38230-22063-MH,2019-08-21
73071-76790-AH,2019-07-16
77884-42922-FI,1995-11-27
45290-42786-FK,2019-03-30
11688-21745-KB,2010-10-13
41817-96591-AN,2012-06-01
86243-81695-JM,2019-02-05
3992-64177-FF,1994-11-03
15678-68094-BA,2018-07-22
619-53757-OD,2011-07-21
47236-34188-DG,2019-08-08
1276-53426-JJ,2018-05-24
12326-36748-DE,1993-02-11
70171-98116-MJ,2013-03-30
50823-94387-MG,2012-02-14
90724-89214-HF,2013-02-06
75201-22847-LH,2002-02-23
94765-83784-LB,2008-07-09
88576-68016-NI,2011-11-11
48203-42589-II,2013-04-29
67873-56202-MO,2008-11-01
63106-44078-AH,1997-07-27
53449-61072-AA,2016-07-03
10658-87586-AJ,2018-06-04
4168-13792-DB,2009-06-15
24214-28234-DL,2017-04-19
11410-82579-BH,2007-06-01
24529-49196-AJ,2011-08-14
46189-43143-JI,2017-09-03
24618-9147-GO,2015-07-11
6689-19891-MD,2017-11-15
97569-25048-HN,2014-10-22
13744-90698-AK,2019-06-21
70235-87149-HH,1992-08-03
24377-40559-OO,2018-08-10
43761-80750-GI,2017-02-27
40794-15964-OJ,2014-12-21
83294-19030-BO,1999-09-26
53930-13102-FN,2010-08-25
72584-66268-NF,2009-12-09
89724-19936-GE,2019-06-14
40392-72716-KJ,2013-08-28
47393-58438-JG,1991-05-21
64043-21533-EB,2017-01-22
85976-79402-LL,2016-02-14
6410-18877-BE,2012-03-20
81810-43649-GN,2013-12-25
94185-2514-OE,2019-07-26
78701-48055-GM,2017-10-10
3526-18733-LJ,2017-01-29
4859-51534-KI,2017-06-13
86594-37251-EL,2015-04-22
23587-24085-EN,2014-11-15
90733-1883-FB,2003-01-06
88098-12686-JJ,2019-07-16
53147-81395-GL,2018-12-20
22204-78090-BF,2019-08-29
88496-93719-OI,2017-04-09
95394-32456-MK,2006-03-15
77289-90916-BB,2016-09-02
39962-3303-GD,2018-12-14
53679-57559-KO,2015-07-27
46656-95257-GB,2013-10-06
84552-80025-EJ,2011-01-14
13125-3495-AO,2019-02-03
24513-63420-JE,1982-05-27
6811-25875-BJ,2018-04-01
15551-86234-EM,2019-06-26
6042-99587-IJ,2012-05-02
35731-95124-OK,2000-09-07
40137-94440-NG,2016-09-09
24836-46299-NG,2019-07-28
15422-15408-KI,2018-06-06
84529-76035-LG,2013-05-03
45185-55490-DJ,2018-03-15
36412-34176-MJ,2018-08-10
76621-27263-HG,1992-07-09
85181-4283-BI,2015-02-08
67512-6500-EN,2002-10-21
39524-25781-OF,2014-08-08
3061-94479-GB,2000-06-11
25504-71298-MF,1989-10-14
7745-41850-DB,2005-04-27
66923-5349-JL,2017-08-29
29937-6703-NB,2010-10-31
73196-85607-MJ,2018-06-30
32952-26300-MN,2015-02-25
69089-42848-AD,2013-07-24
86903-88531-EO,1986-03-25
43398-53338-DN,2011-12-29
16693-74441-LA,2019-06-18
86625-53339-BF,2019-02-02
12943-96503-BO,2015-08-09
47782-22358-MG,2012-06-01
88576-59071-FK,2004-01-06
31200-49472-DA,2016-10-14
75915-51422-BB,1961-06-15
23251-39250-JH,2019-01-19
65540-87721-HI,1999-09-21
40690-15314-EN,2017-08-25
47080-76425-MB,2016-11-12
11325-98272-JL,2013-08-15
7807-32392-ED,2018-09-28
9065-53719-FL,2009-04-04
36898-18492-DH,2019-03-24
27267-84720-IG,2016-09-19
93288-58860-BB,2005-01-23
20936-62953-GG,1997-01-15
17437-24337-JD,1981-05-14
97785-12669-EB,1998-07-06
87515-82370-HI,1986-02-04
96442-93365-DD,2015-11-12
23528-13178-KJ,2017-02-18
75419-80998-HB,2007-11-09
51209-99291-JL,2013-08-01
49347-44373-AA,2019-04-30
26669-60059-AO,2011-05-23
24459-13137-DO,2002-11-03
43888-98175-DH,2011-06-30
44950-80073-KB,2019-05-25
6846-12584-EB,2019-08-17
82047-56141-BE,2000-09-02
75060-91722-IB,2012-10-03
92192-47142-HE,2017-04-05
96827-39846-EG,2017-07-17
82136-16213-MO,2018-01-08
94213-37052-AI,2013-10-21
35945-15849-KH,2013-02-25
84903-80045-EO,1980-02-18
72208-84257-JB,2011-12-18
78271-56748-OF,2009-01-25
59287-45642-BF,2009-02-28
35730-89590-AB,2004-09-30
14349-70974-GB,2014-05-02
83349-63301-DN,2011-10-21
809-88030-DH,2019-08-21
65709-62057-DJ,1995-08-03
47789-63369-BL,2014-04-05
86260-4857-BB,2014-10-13
96664-10868-MG,2019-02-23
93671-53091-KF,1997-02-09
31266-84380-NG,1988-06-02
90831-24171-NM,2008-04-08
39675-38249-BO,2010-04-24
88276-1434-JJ,2003-03-09
51058-61235-BH,2018-01-25
41754-55652-GB,2018-08-14
13348-30822-FI,2012-12-17
6786-62925-HD,2018-01-25
79439-19144-EM,2018-11-05
41026-42781-FB,2017-11-20
96461-31283-OB,1999-03-17
42553-86090-DE,1990-04-23
32496-60271-KK,2019-07-28
41471-17693-BE,2015-07-09
45227-89551-AF,2019-05-26
37206-76340-BD,2018-12-31
90691-33656-MB,2018-05-19
77839-75099-IO,2017-11-24
65556-88898-NM,2018-05-27
8531-6384-ND,2012-04-10
47878-99485-NO,2018-01-21
74599-2295-BB,2019-03-24
84617-19804-AD,2001-07-13
69476-59653-DF,2011-02-01
86373-85332-KF,2016-11-25
30002-29389-BG,2017-08-20
41116-59137-BB,1986-08-10
68785-5716-KI,2015-04-21
22251-52717-OJ,2006-03-23
85538-95593-MB,2015-07-13
38091-62631-BM,2016-12-27
25688-44365-HO,2005-11-20
71217-15902-BN,2013-04-06
59574-80935-LM,2009-02-18
74336-9753-HB,1994-05-23
36507-12394-JM,2011-08-22
4418-12481-KK,2002-12-07
75369-28202-OG,2013-01-10
34857-31408-GB,2015-02-13
65228-70988-GH,2019-02-09
83975-39040-IB,1991-08-12
59481-18690-AL,2018-09-19
31024-78144-NI,2019-04-22
52011-96340-MG,2009-05-21
50279-79115-OJ,1974-11-19
48041-8646-DN,2008-01-22
98796-75200-HE,2019-07-25
57749-97690-IH,2018-08-07
31287-51905-HI,2009-05-16
7852-43938-LD,2016-09-07
20579-24236-BH,2006-11-04
66966-8766-EA,2017-01-18
58487-77482-KN,2017-07-13
8378-46509-EA,2016-06-07
84497-10490-NA,2018-09-20
55732-24352-FJ,2018-10-26
74374-517-EE,2018-02-10
15561-96088-NE,2005-10-10
3206-64713-OI,2014-02-19
32245-13397-FD,2010-04-30
23278-94373-LE,2019-02-22
34049-57748-GH,2015-08-07
14039-72710-MN,2009-10-25
91843-98509-HF,2006-08-04
83254-82253-BK,2018-11-08
52070-51408-LI,2012-08-22
79136-39895-LG,2017-08-14
82570-79993-KF,2006-08-11
70985-73892-AO,1994-10-10
10268-62953-MH,2018-08-28
85752-28628-NH,2019-05-27
92623-69560-GJ,2099-11-10
12553-95874-GJ,2008-08-04
18937-50571-AN,2015-11-01
19913-2448-EO,2015-12-30
68296-27138-DM,1991-02-16
74668-9395-DH,1976-04-03
81766-81441-KB,1990-07-28
71644-44239-MA,2017-09-24
7501-68886-AG,2019-01-13
292-72165-BO,2018-11-17
7744-89175-EN,2018-09-14
72821-13534-HG,2018-12-10
58275-41169-IB,2019-08-17
16751-62885-HB,2013-08-13
52597-71532-BF,2016-08-19
84865-5644-DK,2010-02-20
65306-36391-KK,2017-10-06
21919-38321-KM,2018-01-15
87996-76045-BO,2016-06-01
36169-6662-FO,2010-11-10
61800-35177-KG,2015-07-29
17309-73432-EF,1960-10-17
51433-38312-HF,2009-03-20
51305-75453-DK,2009-09-04
33955-19928-FL,2019-07-17
82142-56437-JA,2001-06-25
47354-8048-BE,1986-01-15
54508-76886-OB,2019-07-22
86756-26280-EL,1967-03-02
56410-30837-AA,2008-06-23
31436-48911-LB,2015-05-09
95408-12425-KA,2018-03-17
90765-70650-OB,2019-06-09
91409-53392-IM,2018-03-28
33868-9222-AG,2019-04-12
6347-40547-DD,2017-08-24
13109-53036-MH,2009-11-13
9382-97261-BB,2018-03-14
37595-38502-LB,2018-07-18
42005-95876-LD,2017-06-09
97751-62756-KJ,2017-10-22
28832-3241-DN,2017-11-24
47416-8849-LB,2019-07-26
58703-39413-HH,2013-11-13
19761-24008-KM,2006-07-02
16246-62010-FJ,1982-04-13
23402-76623-AG,2016-08-15
73045-81729-JE,2003-02-22
9630-20776-OB,2002-06-19
73148-15827-EM,1998-07-05
54106-69884-IA,2013-07-11
38785-93982-BD,2019-06-04
93286-2932-BH,2016-10-16
38612-82330-BG,2018-02-09
67596-21722-BB,2000-12-24
6613-16739-HE,2019-05-12
14196-12603-BH,2007-02-06
29391-3821-BN,1995-12-17
91599-15079-LO,1992-11-30
2136-93739-IH,2010-11-03
33037-99642-DB,2017-12-13
96968-26423-HB,2003-02-16
24905-76131-HK,2001-12-24
80410-42880-II,2013-11-09
96864-66010-JE,2003-01-02
84534-3019-BO,2015-03-18
32572-65436-LF,2017-12-14
96618-78297-IG,2016-01-21
15711-67452-DJ,2014-04-08
64537-56642-EL,2018-08-22
97063-87133-BB,2019-02-25
3566-86083-IF,2011-07-03
44903-45675-EG,2017-09-13
2867-85653-IF,2018-08-05
56286-14243-MI,2019-07-17
32546-3109-DB,2015-06-12
44073-41524-GD,2018-12-20
59767-27590-DF,2016-09-26
21723-32368-NB,2017-08-28
90779-10369-BN,2019-01-27
53870-37322-KM,2017-06-22
27481-613-FJ,2012-11-26
37079-73528-FB,1999-10-18
2370-84273-ML,2018-08-06
82669-48182-JB,2016-05-24
9166-58700-GB,2002-10-25
93899-10244-FO,1984-09-06
63670-28318-BL,1990-07-29
66702-73258-OG,2003-02-27
30001-41559-KD,1994-11-06
55948-26157-LI,2019-08-13
24493-20196-LO,2019-01-22
99197-89560-JJ,2019-01-22
54312-43095-GB,2018-06-24
95067-79519-BO,2007-10-27
76876-84415-KK,2017-05-22
99836-63420-NG,2019-03-17
19-8549-FG,2019-07-09
10850-35776-AE,1976-08-10
75508-31878-JM,1995-06-27
14194-61107-MD,2019-04-08
20969-57999-KD,2008-05-07
2861-67618-IO,2015-02-20
28309-54167-FH,1992-05-06
17185-89149-DF,2007-04-17
65453-15137-BA,2016-08-31
535-90769-OG,2012-02-25
67518-64712-DE,2013-08-15
51961-33301-BO,1989-07-15
78868-66702-JK,2010-05-15
46360-25436-MB,2019-06-04
50085-49778-IJ,2014-02-25
39913-80537-JL,2010-04-15
91211-68879-GI,1997-06-24
208-82195-GK,2012-10-31
73532-57873-BN,2019-05-27
43741-90191-BL,2003-10-22
71589-70908-DO,2003-03-16
22174-73082-DO,1967-12-02
50409-6779-LF,1983-03-04
84366-99117-NL,2005-12-15
92377-6330-KK,2015-10-06
18923-42562-FA,2018-01-23
4996-81870-BG,2019-08-13
13404-25719-JM,2015-01-11
96663-91916-DI,1999-08-25
18295-80840-EA,2009-07-15
48467-43674-GA,1971-12-31
98616-37238-KJ,2011-01-17
93732-26716-KB,2018-11-23
82128-79614-OF,2017-02-04
94775-71805-BB,1987-01-05
4313-6410-DB,2016-10-02
68034-85975-GO,2009-12-15
86914-14915-BF,2017-05-20
28071-52040-OL,2018-12-01
11270-38722-NE,2019-03-22
11999-22289-HE,2011-12-18
42208-39063-GN,2013-11-11
54197-44178-FH,2016-09-06
87988-87099-BK,2009-08-31
93619-79599-GB,2018-11-30
23240-84858-HN,2019-03-27
80109-2995-JL,2018-10-18
59250-77201-LG,2009-05-01
76846-29930-GO,1998-03-22
27590-9436-BA,2019-07-05
51793-19799-DM,2016-02-22
55500-13754-LM,2010-03-24
96279-14890-AJ,2018-06-24
72583-46187-JB,2018-04-16
63177-50992-HN,2017-04-09
82286-60196-DF,2017-06-24
24512-21060-LI,2019-07-10
98859-9201-DA,2012-08-26
6151-44606-LO,2019-04-17
66787-27005-MG,2011-10-01
49534-2403-HN,2016-08-30
79135-45335-GE,2004-06-23
5589-82091-FB,2014-02-18
64278-93937-IB,2019-05-29
7862-51670-HK,2011-05-22
88217-31880-JF,2010-03-13
25071-16689-LG,2015-01-01
18208-95885-IJ,2013-08-19
21774-82195-DG,1989-06-27
37984-25116-JB,1977-06-26
38164-66397-DB,2013-02-18
41450-72732-DM,2016-04-06
1876-82662-MH,2009-05-25
63284-19960-FA,2018-11-06
61853-63622-BL,2018-10-06
61753-12060-JN,2009-06-02
67726-42597-HI,2019-02-28
25669-47306-GF,2019-03-16
77240-41410-NE,2011-10-25
57340-18489-DK,1991-05-06
11477-71092-EK,2003-12-10
31911-95171-JB,2019-01-16
90916-65905-LD,2016-10-19
17331-26876-EB,2013-08-18
